Name,Product SKU,Amount
Emily Jones,I7TQBRXG,120.79
Laura Brown,8LEI9M0D,121.39
Jane Brown,O7L8R2VI,100.85
Mike Jones,NHEPOVKB,65.13
Alex Brown,1R0IOHVT,117.59
John Brown,UM12KOJU,114.75
Alex Brown,I9GBUKJW,26.99
Emily Martinez,TJO3DV8E,121.06
Chris Miller,J7HOXSAG,130.27
Jane Williams,S4B25FNC,82.18
Laura Williams,PGSVUB7J,135.28
Tom Williams,ZP1XXTI7,117.81
Tom Davis,GPPWNKEU,95.2
Alex Brown,307ZTPON,52.31
Mike Smith,XEK1X01I,81.97
Alex Brown,PX69KYYV,45.33
Emily Brown,8KHZ6LYB,66.25
Sophia Miller,IQEPBWTZ,104.62
Tom Brown,GHA72G0S,81.0
Jane Martinez,82FUERA3,126.77
Mike Garcia,8XBCK4UN,45.2
Anna Smith,SH5XCE7O,16.56
Jane Wilson,V6QOWXAD,102.2
Emily Johnson,7Y7KNGK8,124.63
Mike Jones,9BD34LIM,104.04
John Jones,LLE7BVXL,21.03
Mike Davis,LNK6Q10R,102.63
Alex Johnson,KPQ9BC3C,28.9
Mike Williams,AAL5M235,49.82
Tom Martinez,SL7CTQT6,130.3
Jane Smith,TXKA8400,20.92
Chris Johnson,KL5UI1FW,89.84
Tom Brown,2BVSZXJ1,73.65
Jane Smith,AY092RD6,108.18
Sophia Williams,Q11WKBZR,130.05
Sophia Williams,FCID5MU1,64.95
Tom Brown,FVNV7GHD,60.1
Anna Jones,ON6JFG7R,93.78
Emily Miller,SXP2D3EV,20.41
Sophia Williams,C2S3UZJN,57.83
Sophia Johnson,PFG3XGK7,65.93
Anna Miller,V0XD0RZT,63.3
Chris Martinez,C6M2I0Z2,36.76
Mike Smith,UKE92TZO,106.25
Jane Smith,0N1GIPWT,63.8
Mike Brown,TJONOWVQ,103.29
Alex Miller,5O0H6KS6,84.09
Emily Jones,NW4QW9G5,84.1
Emily Smith,VR4MIBGK,134.98
Chris Smith,F0ODSAF2,134.93
Sophia Williams,6YBHSO6A,77.16
Tom Davis,RD0TNEQB,105.8
Anna Williams,27NGXZLK,75.12
Emily Davis,ZGQMKWFW,25.23
Sophia Williams,X47BW24W,93.78
Emily Williams,EMMFRCOL,15.76
Chris Martinez,VW9F6BJ7,28.87
John Smith,F0CR7SIP,98.88
Emily Davis,2RSH6V3M,51.67
Alex Miller,YJ5JHV7U,53.17
Chris Johnson,ACV3KDRJ,60.26
Emily Miller,KJTWC56Q,127.72
Anna Johnson,CJI3C7ME,125.98
Jane Brown,9I6KUF5Z,133.79
Laura Jones,SCYZ4DSA,56.49
Anna Martinez,VO2PI6L2,19.27
Laura Wilson,B14EI0GL,91.0
Tom Brown,9M0MWX6R,17.45
Jane Williams,APERXOLL,60.84
Emily Miller,PTKGRW55,14.23
Chris Wilson,JBQJ6AMB,82.26
Alex Williams,6JLI1XI0,21.26
Sophia Martinez,EY8TP69A,63.51
Mike Garcia,X7A9K7QZ,68.77
Laura Martinez,VQD1VPX4,57.97
John Wilson,1MN7ECBS,26.8
Mike Brown,JAPJ1AUQ,110.69
Anna Wilson,IJZ370WN,63.01
John Johnson,XEU0CCHI,41.48
Tom Miller,TNNG2IMM,108.46
Jane Davis,8VID0OSS,54.43
Laura Wilson,Z3JJ9IQP,93.3
Jane Garcia,5VHM8IPB,40.18
Tom Jones,CJPL8Q2S,111.94
Alex Smith,RORZZWOE,102.23
Laura Garcia,CXV0PM77,134.04
John Wilson,F1Q49FFB,21.67
Tom Smith,0ZBS55I9,52.02
Mike Miller,ZDD2UFQR,101.61
Tom Johnson,QR2Y4KJR,78.81
Alex Williams,QCUL2YOS,87.24
Alex Garcia,YE2X4KEY,57.36
Sophia Smith,T6T70LMT,63.65
John Smith,1VRI28VW,110.6
Jane Wilson,U15MBDOA,104.75
Tom Wilson,BS0Y4ACX,60.36
Emily Johnson,R1JOO6VS,45.23
Jane Davis,6QK3MWOT,122.79
Anna Brown,RBR6HUNL,117.49
Alex Garcia,DXM34WPR,122.01
Emily Garcia,2ZX8ZF88,114.35
Anna Jones,LJJ8YX5E,40.82
Jane Wilson,BPZOZD2X,131.63
Emily Miller,JYA540F1,54.25
Sophia Smith,64QVVMZQ,61.74
Tom Martinez,5TZ3NOE0,20.49
Anna Williams,GWGARGZX,42.02
Tom Davis,4FZ29C7T,125.22
Laura Smith,US9T2FCZ,111.69
Anna Brown,0OYUVEGB,38.03
Anna Miller,WKYONBP2,60.91
Emily Garcia,C8QW2BA8,38.44
Anna Smith,Y4FO1LUY,84.82
Chris Brown,PYG01BVI,43.57
Laura Davis,KTCCEL1A,65.56
Jane Johnson,513MNRDU,129.37
Chris Smith,RXQYNLBR,86.89
Alex Jones,H18OBGB4,33.59
John Johnson,WWVFJTD2,59.11
Jane Jones,59XQN9KV,114.0
Sophia Johnson,7QJBUH3I,75.4
Tom Smith,UD3ETXHE,22.99
Emily Miller,HLHIVEMN,90.43
Tom Wilson,GQQ3B07H,17.17
Jane Davis,D0ING059,121.13
John Davis,UANHG986,88.63
Jane Garcia,T7LL56QC,64.4
Emily Brown,8S6ZC2QL,108.64
John Martinez,BWS9WA66,83.77
Anna Garcia,HZGVGM76,29.33
Sophia Davis,2FPF8IQ4,133.74
Alex Davis,XEJIK715,19.82
Tom Garcia,96CIF0LQ,125.21
Mike Davis,TD2LN95R,100.18
John Davis,STJ5MULD,95.83
Jane Miller,5WHGNIPS,59.08
Alex Brown,2OVJ9IBV,94.29
Emily Jones,EZ5XCVVH,27.74
Tom Brown,0J2QG89B,28.74
Mike Jones,76NEUMTD,29.9
Anna Jones,6PZ3X74M,59.41
Emily Smith,D8CUY30F,42.93
Laura Davis,ND5P8FIJ,41.65
Jane Williams,SUSZSU17,61.28
Anna Brown,D60AOA5A,110.71
Chris Smith,XDDBLJOU,106.15
Sophia Martinez,PP3IYL50,31.74
Laura Smith,PJNZF51H,105.79
John Smith,1GV7CRB2,36.59
Sophia Martinez,A6PGMMZ5,135.31
Tom Garcia,5LHZKKST,115.73
Tom Martinez,5AVTZV17,80.57
Sophia Johnson,JRMZJNME,23.44
Jane Jones,4HD2ZO6Z,86.59
Emily Miller,YKJWDHDE,23.31
Sophia Jones,ZMI1JUGJ,76.6
Sophia Martinez,S4P1ZEJH,90.99
Sophia Jones,Q53VYFNK,47.14
Anna Williams,YK2FJ67F,124.71
Jane Jones,4G8QM8UH,34.61
Mike Wilson,KZUOJ2XX,39.3
Jane Garcia,GHOI5UGA,81.0
Chris Wilson,TH7XN9RQ,19.65
Laura Garcia,NZSOWHGI,122.78
Tom Davis,O3WG80RD,84.6
Mike Smith,6FGX6NXH,37.41
Jane Brown,B2KO0PM5,93.33
Chris Wilson,M8RZ0R3X,69.85
Tom Johnson,5M3FXRML,14.15
Jane Johnson,K4PR8MQ0,105.23
Mike Davis,9NETBYQF,77.67
Anna Smith,MOSH4LR8,89.24
Sophia Brown,1XNRB9NQ,112.2
Mike Davis,Q1JVCCB0,107.14
Emily Smith,AUJFFB4Z,20.55
John Garcia,BFZJTKLY,34.81
Sophia Smith,Y1N8LQ4A,52.48
Jane Davis,RLV96Z62,29.72
Chris Jones,N2KUZG3E,86.34
Mike Martinez,QG830EI5,68.07
Sophia Wilson,H3POB4VQ,79.33
Sophia Jones,GACP9GRN,86.38
Anna Brown,Q3D2YXW9,26.99
Laura Garcia,I68Q8RMI,79.41
Laura Martinez,N4QY1N91,125.31
Chris Smith,954X0IS8,110.69
John Johnson,NU4H52Q4,122.12
John Brown,KO7EK28C,112.59
Laura Johnson,AT7IMTGY,50.48
Sophia Martinez,1XOSVM9N,22.73
Jane Williams,JQXGKMEJ,59.99
Jane Brown,8EETSAF5,52.57
Anna Martinez,I9LSEH3W,116.21
Sophia Miller,9K764UV1,74.12
Alex Davis,Y4OW6QYX,128.53
Emily Davis,53EMCPYF,86.51
Anna Garcia,SRPXUK8B,116.33
Laura Smith,WGOBGKNE,87.48
Alex Davis,B8PY8KVL,46.63
Tom Johnson,X3EIW3HF,102.7
Anna Smith,C7Y3WRK9,123.86
Sophia Martinez,OZBLQZ95,14.53
Emily Garcia,0F1JV7LC,72.28
Laura Garcia,FJFUH6K0,109.77
Sophia Miller,0IJDRXJ3,20.21
Alex Wilson,K9S9RDQQ,62.44
John Jones,XC0FB3KM,102.13
Sophia Brown,JSH6LOX9,99.12
Jane Johnson,WD438OV1,85.82
Emily Martinez,NYDXZWFJ,21.87
Emily Davis,25DTF9YP,45.46
Alex Miller,LZU9AOH6,118.23
Laura Wilson,OUX8B27U,78.21
Laura Garcia,SW484D8D,49.81
Laura Brown,SXQRURN1,81.08
Chris Brown,K38A6UES,125.41
Laura Martinez,FZ9YVB6F,78.38
Tom Brown,MG6R9IXV,74.4
Chris Smith,DM0ZHH69,41.17
Sophia Johnson,RJ7BQATZ,43.92
Tom Johnson,B7IE2KVZ,63.55
Anna Martinez,R2GFEP7U,86.54
Tom Davis,CCXS29PO,93.56
Sophia Johnson,TXWEY88X,53.44
Laura Wilson,C4FL8YDP,100.26
Anna Davis,YLLNEGVT,65.15
John Miller,J84GNI05,47.06
Chris Davis,7Q9W9W73,122.07
Alex Jones,G5TTGSHQ,108.71
Anna Smith,U7PSVEUA,28.92
Sophia Williams,H3BTTN62,115.82
Emily Wilson,IJ9LHE4Y,66.54
Jane Wilson,DUH9NG66,26.06
Tom Martinez,JXZKOLP4,106.92
Tom Johnson,H08U5SWJ,106.6
Jane Miller,Q3BXPE4K,17.06
Anna Miller,DHWY0SRF,124.33
Alex Brown,9XSKNPFW,77.14
Anna Davis,HRL0D5PJ,22.54
Laura Johnson,135AWGWO,13.42
Tom Wilson,95ZCASPH,76.64
