Name,Product SKU,Amount
Tom Garcia,OWBKT06Y,126.89
Anna Martinez,SDGQLPPK,113.4
Laura Brown,TMX6JVV4,101.44
Laura Smith,XC9IE2P8,49.92
Jane Martinez,9TNJC5CA,122.62
Sophia Smith,BYL06EHP,92.83
Chris Williams,8EEK2VJE,58.46
Mike Martinez,RBZNP119,110.35
Sophia Davis,QSCAO1MH,117.56
Laura Garcia,D3E32YD3,74.36
Mike Brown,H9YCVC95,95.65
John Miller,XSSZIERC,81.03
John Wilson,X4HYSN4W,69.28
Mike Davis,MB56DZ3Z,31.15
Chris Garcia,LJCDRFEJ,114.69
Emily Brown,AHKQDQNI,125.02
Jane Davis,YFH0BJDF,80.42
Mike Miller,EQE2L3BH,123.72
Mike Smith,98SYINCZ,50.82
Chris Williams,KQEO4AUT,104.88
Jane Johnson,LUNCRRQ8,14.15
Chris Jones,ZOPDPMF2,58.44
Tom Wilson,SBY1TKXW,64.38
Anna Davis,DZYGVQLN,22.74
Mike Wilson,HWIPXP0Y,92.03
Jane Jones,1Q6ISF51,67.52
Sophia Martinez,GLQMLNQY,103.77
Emily Wilson,9VE02U9J,47.52
Tom Garcia,10SXC26T,75.85
Sophia Garcia,5RYXP4SU,134.05
Anna Wilson,NJDJYGHZ,59.71
Mike Jones,MIBFL9G5,79.43
Jane Garcia,JF05ATT5,116.24
John Jones,0E8PA9S8,22.2
Alex Brown,7AN5W0W9,64.37
Jane Smith,IQZSUSSP,91.5
Laura Williams,ILJGJSEY,55.09
Laura Wilson,52RLD3PD,129.51
Laura Smith,DMG8BEJ3,118.74
Mike Brown,HCU6B8Q4,123.13
Laura Davis,YG4NOD32,35.07
Anna Johnson,E8X68G2G,91.82
Laura Williams,Q5AALK02,100.54
Laura Brown,6970WYFT,99.13
Tom Johnson,7JDE1Q4R,62.52
Chris Garcia,42JKJSDW,109.57
Laura Wilson,QTTYUCPT,82.62
Sophia Smith,XHTFVVGL,13.62
John Garcia,IOYM1EML,78.72
John Brown,DMJ5LHLG,129.74
Tom Davis,H6DFXSBO,56.02
Alex Smith,59HQCV49,121.13
Mike Johnson,RK7WDHXL,94.67
Chris Miller,2NNNW4QL,123.51
Emily Williams,VJSSYP9H,113.93
Jane Johnson,3XPDTXLK,124.58
Jane Wilson,FB7UACMG,75.62
Laura Johnson,JV0RR9Z4,58.31
Tom Miller,47YYWFQL,111.68
Sophia Brown,BS33KHDH,84.93
Jane Jones,W7ZEQUZH,103.56
Laura Miller,6GWNBVNR,38.35
John Brown,AM4PT0O7,97.43
Chris Garcia,3875WP2B,21.97
Chris Garcia,AP62YZQG,56.89
Laura Wilson,D6XNS7RY,131.74
John Brown,T0JOGRH4,125.01
Laura Williams,PB36U0VJ,133.58
Jane Garcia,Y2RBVHGS,79.69
Mike Davis,GUUP5FS4,131.88
Chris Wilson,83CZKECC,29.92
John Martinez,UUB8JL7W,65.24
Chris Garcia,7J45H4XF,96.72
Laura Davis,1K6IW0C7,76.66
Mike Johnson,H70OTK3Y,52.78
Anna Garcia,OCM6VVHD,123.62
Sophia Miller,DB9339AJ,58.59
John Smith,W69V1NAU,82.89
Sophia Garcia,V5SJAXY0,27.42
Emily Jones,N63016I5,72.28
Laura Jones,XCM4X61G,79.6
Laura Davis,CRKGNF0H,17.06
Laura Davis,KT3ZUOCG,122.48
Mike Davis,2XLHCMX5,96.03
Laura Wilson,Y7WTYFCF,50.02
Sophia Smith,N4J5GZD6,94.79
Jane Smith,DOURT9N2,78.28
Jane Jones,JTWNS9E4,26.72
Anna Williams,EI6ZIIXB,119.06
John Garcia,4YPRV6AD,119.5
Mike Wilson,S2K12WYC,44.43
Chris Williams,1W1U5A26,107.19
Laura Jones,AQCCJZ15,62.82
Alex Miller,AXVA6ALB,28.74
Tom Miller,043Y1D47,106.03
Laura Smith,9TP2BEFK,52.24
Sophia Smith,E37T62QO,23.45
Alex Brown,IQ2LCQ8X,135.16
Alex Davis,024ORCAA,115.11
Anna Wilson,PWY36D1G,27.35
Alex Davis,TKJDM4FK,116.88
Jane Garcia,RQDVXEEB,80.11
Tom Williams,K55RHYAV,112.85
Chris Davis,6JY1DF6J,30.69
Emily Brown,7WNW4W5R,116.09
Chris Martinez,KI6NEFHP,106.96
Alex Williams,C0UUWV0N,31.1
Emily Martinez,3ICHWCS9,97.67
Jane Smith,206LXSBN,94.39
Sophia Williams,G4R80FQC,130.25
Laura Brown,SF6FCKI9,27.76
Laura Davis,IQ9EMXVT,110.63
Mike Martinez,F9WQILVP,43.53
