Name,Product SKU,Amount
Chris Williams,56BPQHMZ,60.33
Mike Miller,BRSYI9OD,122.85
Tom Jones,XMJI4YOO,107.7
Anna Brown,79ONY53N,117.27
Laura Jones,2XK0Y3C9,95.37
Anna Jones,G8JXQE65,108.98
Laura Miller,J5G22CPJ,20.76
Sophia Jones,8IXYBMVH,127.72
Tom Miller,8I9KTONI,85.38
Tom Wilson,WKC3BXR9,70.84
John Wilson,WW7RWCYV,34.94
Sophia Davis,01C52QG7,127.45
Sophia Williams,DTEJPTB8,121.39
Sophia Brown,7O3MFD2J,46.97
Emily Garcia,9Z1GD6UY,95.64
Emily Miller,12L60342,19.31
Tom Smith,3OALLJ12,76.39
Anna Garcia,LF979MIR,105.4
John Garcia,2H7DQ1JP,52.9
Mike Wilson,L6QHHTYS,102.92
Anna Davis,SKH2Q1UE,50.37
Anna Wilson,PBNRFKLJ,28.63
Alex Johnson,185ABHNI,46.2
Alex Jones,S8QA8S62,114.81
Tom Williams,U7Y3SD26,85.59
Emily Jones,XNKF9U6Y,108.62
Sophia Garcia,501HIRM2,133.58
Tom Brown,T19T4SUX,31.6
Anna Williams,KBSXZIM5,56.41
Emily Davis,N1E5YG1A,43.6
Laura Wilson,25FZYV8B,71.55
Sophia Miller,6XNNIT69,87.62
Chris Davis,9QQH43SS,108.3
Mike Wilson,K8VG94SH,53.61
Anna Smith,MLF5722S,120.93
Jane Smith,0UEIZGYT,102.89
Laura Smith,3KRKVI0Z,129.09
Emily Davis,YU2OTBF6,120.7
Alex Garcia,L05F9MK8,119.92
Anna Jones,3UVQWAXG,49.0
Mike Garcia,NZBTCU58,125.84
Jane Johnson,FDP8GF5A,39.32
Mike Martinez,PXGIFMBI,120.77
Anna Wilson,L0ETUY8K,122.96
Alex Martinez,M8N3H8LI,77.58
Mike Wilson,85ID0SVN,33.2
Alex Garcia,WN416K4V,71.78
Sophia Johnson,C4EM8UIN,36.85
Emily Garcia,Z5G8EW39,49.85
Alex Davis,SMONFRG0,68.91
Anna Wilson,4GV2L5US,118.41
Jane Williams,N07J4KEB,119.98
Alex Brown,M8VOB9ZY,117.91
Anna Wilson,FP8YG2C9,69.72
Anna Martinez,EPLBXM4E,64.26
Alex Smith,FQJL8WYK,123.1
Tom Miller,ZTN9WFFQ,80.31
Chris Brown,NA6AA2X9,125.75
John Johnson,P4EHR75M,53.04
Laura Davis,7K34395O,96.21
Mike Davis,WTEVZJNS,128.5
Emily Jones,Z8KCCYUH,27.1
Tom Williams,7IY65K3E,126.81
Chris Brown,GUBDDA86,107.68
Mike Brown,3CIAFKBR,108.94
John Davis,VGSGILEO,119.43
Chris Williams,HD8DD3D9,115.07
Emily Martinez,TUOQZ9W3,71.86
Emily Williams,S95548KR,65.0
Jane Johnson,WTCIGVK6,63.54
Alex Jones,1N5PN09T,127.63
Mike Martinez,O3J6759M,25.62
Laura Martinez,BZE4Q3TJ,111.48
Sophia Smith,AX9XZPVN,42.31
Jane Miller,WWC2QVHK,34.7
Laura Smith,7KATBAN4,130.83
Tom Brown,AUM8Q6LS,86.06
Alex Martinez,0RTWNG41,71.37
Mike Jones,LEGIEDD9,44.0
Emily Martinez,TK8RB4F7,106.1
Emily Brown,RWK6NDRL,69.34
Laura Johnson,6IFPUDNQ,51.42
Alex Williams,7WVDSQPI,121.14
Alex Davis,USKBZDGC,14.85
Mike Williams,2RA9N6HQ,33.94
Anna Smith,6ML8LSTZ,124.53
Sophia Davis,8K2C81AJ,102.57
John Smith,C85X62V4,52.91
Jane Johnson,PHI3CYDQ,39.14
Alex Wilson,M7IE6BWD,73.39
Laura Johnson,SO7HSVFQ,46.38
Alex Jones,SP005DNX,124.83
Anna Wilson,GFYEFHX4,88.11
Mike Jones,1C5W0M49,53.58
Sophia Davis,J780OFDQ,25.26
Sophia Miller,GZAOHKLN,133.26
Jane Davis,SNTY4NG9,52.44
Laura Smith,9LZ63151,118.67
Jane Smith,MW4HT0VZ,88.18
Jane Garcia,LQ2IT0XP,87.21
John Wilson,M6JEOGCB,126.01
Chris Garcia,3BXOC8HG,89.81
Tom Johnson,DKXPOC7H,65.55
Jane Johnson,LRW9UF2K,45.6
Jane Brown,R0GILR5T,122.17
Laura Jones,WLM59OHI,71.05
Laura Johnson,YVCDX5XD,20.53
Sophia Garcia,OSRD2SN7,101.6
Jane Wilson,R00OKSLO,107.07
Sophia Martinez,WMQF5XQZ,86.95
Tom Garcia,PX2AY7SS,59.72
Anna Davis,TJYYIHFW,120.42
Anna Johnson,MRD7FLEZ,127.97
Sophia Brown,M7TY83J4,54.11
Chris Brown,VF29GVDG,58.18
Sophia Garcia,57H8TZBF,75.35
Emily Brown,DILEYRII,18.55
John Brown,94ZEHHLH,28.43
Sophia Garcia,RX28ACTF,81.27
Laura Brown,TVZY9YHW,35.23
Sophia Johnson,T24ASDC6,40.83
Sophia Wilson,9374E6Q8,29.5
Sophia Brown,JQ82F4CE,103.31
John Miller,9IHSKFXV,37.95
Mike Brown,XEH65HL0,72.98
Anna Martinez,QR7CKT8E,22.17
Emily Johnson,I3HEPJ29,128.82
Tom Brown,8MO9CZFW,69.17
Anna Wilson,K68H3WTG,47.37
Emily Davis,YRJCE01E,75.43
Tom Martinez,SI2L6290,65.91
Sophia Brown,MWOTRAYN,115.89
Laura Brown,ETBYO59I,68.34
Sophia Wilson,530BK4H8,101.1
Chris Brown,Y0LBERTE,43.36
Anna Wilson,MVZ0I6ZQ,83.39
Sophia Smith,TRLE0R11,114.48
Mike Miller,XQKBG12Y,34.35
Sophia Garcia,YV0QYWTE,46.12
Alex Garcia,TBHQCL60,48.39
Chris Jones,TZJSAPKL,91.69
Sophia Davis,BZ5XPG1N,45.13
Sophia Williams,GRSI5Q0H,116.7
Alex Jones,ATI9JCFX,43.32
Jane Johnson,QP4C521Y,43.23
Laura Smith,KYFSGIPN,39.93
John Johnson,RTIGIKHV,129.87
Jane Davis,XV4MXXGA,26.11
Chris Garcia,CFJ93FEB,24.06
Tom Garcia,44PF39EE,111.28
Jane Williams,9GOIU6LI,76.97
Mike Smith,CH4KIHG3,121.34
Jane Brown,S1XSVPDF,74.36
Sophia Brown,BDCY8Q8V,111.28
Emily Miller,E5JX0I52,81.58
Laura Jones,9BU262V3,43.09
Laura Smith,IWL1KB0Z,86.59
Tom Garcia,28RB4GTF,58.72
Sophia Williams,QBE8UYX2,103.04
Jane Miller,J8FSIP0M,112.62
Sophia Miller,VXRJYZEP,63.44
Anna Miller,CIEJN6KV,80.0
Emily Davis,E4MUPPSX,115.68
Alex Davis,7CYVFGTQ,33.45
Tom Miller,U5C78WET,98.8
Jane Williams,JJ0NU0W0,13.92
Tom Williams,MADFTVJ8,118.28
Alex Smith,OGFBEIBZ,16.78
Laura Brown,K6VFD9CK,39.58
Alex Brown,MCKNJYHZ,24.35
Emily Davis,L3RE4GP5,47.73
Tom Wilson,ISULGG9D,120.72
Jane Williams,1INKFILF,85.99
Alex Smith,WZEOBUOG,65.62
Sophia Jones,KEIC1HXM,96.03
Jane Jones,LC30AEVP,56.92
Sophia Brown,NQX8TUPP,55.45
Chris Garcia,T3MO1C1U,66.25
Laura Wilson,XFXYLDD6,97.15
Tom Martinez,RPS6EC2F,126.78
Tom Johnson,FATIGPCH,58.04
Laura Jones,E8T38KP4,55.9
John Jones,PI3NNV9V,26.1
Emily Miller,4TD2612L,102.88
John Miller,K24G62G8,114.47
Mike Johnson,A8D2OOWB,28.81
Alex Jones,0QPD7LJ0,18.0
Mike Johnson,MXAE9TK4,75.29
Alex Martinez,0QGIKDSO,21.02
Chris Brown,9IGEG4E4,42.78
Sophia Smith,W4ZILU1A,100.25
Jane Brown,P17U9HCL,38.29
Jane Davis,LBDVLWY4,96.83
Sophia Martinez,JJ7YK7GE,80.26
Laura Martinez,192L52Y5,83.0
Anna Martinez,1MSIQ285,107.34
Laura Williams,MHY6IBS7,84.33
Chris Jones,CIGLLJ9Q,71.27
Emily Martinez,TO0KNZ6T,50.52
Emily Martinez,N5J10D6H,63.12
Chris Williams,DNO31LNM,78.63
Chris Martinez,WNFQ0NFJ,62.17
Anna Brown,Y605V9KW,104.43
Laura Davis,8X73OACJ,101.76
Chris Martinez,12J89N4U,130.86
Laura Martinez,1Y34H67X,22.91
Emily Martinez,RMQDDBDG,81.6
Mike Brown,AY1BGWG4,25.56
Mike Davis,LA5BCXD6,87.29
Anna Garcia,TY020BT5,33.56
Laura Martinez,24KRK39W,92.98
Jane Williams,31Y8MIZR,106.94
Laura Martinez,W7UZ4MJO,124.25
Laura Garcia,Q4K7XUWP,118.31
Chris Johnson,HXYI3YUE,30.02
Mike Wilson,SHP72HWO,98.73
Laura Wilson,HWO2K3F0,51.9
John Martinez,YIOOAOTO,77.8
Jane Wilson,S7J5GRF8,55.17
Sophia Johnson,2Z1U56N5,14.54
Chris Miller,GU6OSTCU,67.44
John Wilson,VZPZES6L,122.97
Tom Garcia,ILGNY4R1,101.74
Tom Brown,3KPI98GE,94.11
Chris Smith,CBG1FJZW,98.79
