Name,Product SKU,Amount
Sophia Smith,RVM6NHY9,115.32
Mike Johnson,0FRQKZWH,106.43
John Johnson,FHQ643RN,23.98
Mike Miller,QYOW8YQO,128.86
Mike Brown,XKMG02UA,19.38
Tom Davis,XBXAFP0R,65.27
Mike Martinez,C7EFL1ZE,32.57
Alex Davis,TOUMKQ4M,94.7
John Garcia,A7N4MO64,71.76
John Martinez,YFBYO1XS,97.37
Anna Garcia,KAL0WTYT,105.89
Chris Smith,EW34K80S,70.62
Mike Martinez,KNGXDDZG,72.74
Mike Garcia,FFOHQG1I,119.21
Alex Davis,8WKKKRYE,66.32
Emily Garcia,JRRAFW7S,132.17
Sophia Williams,FAPJZDD9,40.11
Jane Wilson,IE9DPVNQ,94.0
Sophia Martinez,9IU8SYQC,96.86
Emily Garcia,R424X58C,46.82
Tom Wilson,AF8C66FG,96.17
Laura Wilson,N4VT6WVN,43.85
Jane Williams,W8ZA7FYY,123.9
Laura Smith,GDG803IT,103.72
Mike Jones,R9FOCZSW,102.15
Emily Miller,L3RJPLQA,69.36
Emily Smith,WAXC68N4,59.66
Chris Wilson,2O2AYAGR,72.05
Laura Williams,OT34UYLX,128.1
Mike Brown,NMSD8IA8,116.08
Mike Miller,8H1W2GR6,127.62
John Johnson,06O1VP46,73.22
Tom Davis,TSKPI2AO,101.44
Chris Johnson,15NDHXWQ,45.47
Tom Wilson,0M2XLJZ0,65.92
Tom Smith,WW9LA6T7,103.73
John Williams,MPIBMMH7,98.23
Jane Garcia,5QD18AVT,94.48
Jane Brown,X7B032FJ,87.15
Chris Wilson,JQMWT3KA,57.4
Chris Brown,4TZWNNWX,109.07
Tom Wilson,WH8WTJTQ,34.89
Sophia Miller,Y8D54E9S,60.75
Mike Miller,516SU54Z,101.9
Alex Wilson,K2XBUDZO,28.32
Tom Johnson,B3N0NY8O,17.19
Tom Williams,QBYNDJIT,78.24
Chris Miller,XW0UMERR,30.93
Laura Miller,3FWYMK2J,28.19
John Jones,0I9HFQ21,90.33
Sophia Davis,P7SHX5PE,121.78
Anna Johnson,0Z75MLCO,33.8
Mike Wilson,9MG9FHGS,112.1
Jane Martinez,N6CUNCNS,37.92
Jane Garcia,XP5I7X9S,113.38
Tom Brown,IW1ILGWM,16.48
Alex Jones,O6MH6HRU,108.74
Sophia Brown,QEIBTYNH,56.43
Anna Miller,7USZ0KV3,128.68
Mike Miller,EMHU4RS8,81.69
Emily Brown,CXYK5282,18.26
Chris Wilson,ZEIFAFZ8,131.18
John Smith,UHM180W4,128.8
Sophia Garcia,EK4TZ8V0,74.0
Jane Brown,XFAUU8VM,57.6
Alex Garcia,YUAWM27N,20.05
Tom Jones,7V4AGJL9,99.33
John Davis,F6P5O7EZ,117.93
Sophia Williams,RYB5UOYC,95.48
Sophia Davis,7ISSN3CN,34.48
Alex Martinez,CNU5NDXW,124.17
Sophia Johnson,4QHM81AH,24.5
Tom Smith,TSGLI4V8,62.6
Laura Williams,CZ5IB4A6,64.86
Anna Martinez,HE7V2SU0,59.52
John Garcia,5XLUUGQC,106.48
Tom Garcia,FYB28IYP,53.7
Laura Garcia,AK1OFZNZ,68.44
Sophia Williams,Z0FUDI72,62.45
Sophia Davis,MYPY6NSN,99.02
John Williams,08E4A42R,104.95
Sophia Jones,E5S6DKGL,88.68
Alex Williams,PW09MZKW,68.53
John Martinez,NYUIV501,57.28
Mike Jones,41NSA2J5,120.68
Tom Williams,JZ704DFZ,99.76
Alex Wilson,UXB0M9JT,26.67
Alex Miller,EO542YHG,112.98
Emily Garcia,J08DGQSW,13.5
Chris Garcia,TL78XFKZ,27.8
Alex Miller,C1ZX7Y4N,124.32
Jane Jones,024VHXDE,132.12
Sophia Miller,Q14JRCY7,118.43
Alex Wilson,9109I1NJ,41.84
Jane Brown,P3QB5NS8,86.35
Alex Williams,5LNGINT5,19.1
Emily Garcia,4QV0UJ8X,78.21
Mike Miller,GPHKKLV8,94.07
Laura Wilson,K6H9JBKF,31.47
Sophia Miller,DIFCCNTF,97.81
Tom Martinez,WN2V6EZE,110.97
John Johnson,VVL2NTQ1,50.11
Chris Garcia,YX1J943J,128.26
Emily Davis,VLJX04WR,119.44
Jane Williams,9WCFG2KK,126.87
Emily Martinez,MEJVE15H,75.1
Tom Garcia,WRH9O0TQ,44.69
Alex Johnson,AHQBUZQ7,40.31
Mike Jones,RHKO3MSN,86.33
Laura Garcia,ZQISU5UW,53.76
Chris Martinez,DTFQ7ULH,132.9
Jane Jones,7WTXEG8T,66.49
Mike Johnson,CYG9ZDHP,120.48
Laura Miller,5TMUBFTW,42.04
Laura Martinez,7PZVSL50,123.93
Emily Davis,U9TSW925,60.06
Jane Jones,4E9RT16G,42.33
Emily Smith,6J73BN86,16.45
John Martinez,AU5DODKV,22.52
Tom Brown,5FVGSR2Y,71.95
Anna Williams,4L6KPLU7,106.76
John Williams,0V3ERBQ4,56.63
Chris Jones,F1KC6GLK,36.42
Tom Smith,D55TXH8T,46.09
Emily Jones,1MEYH4YR,130.39
Alex Jones,I8IO3V9Z,108.45
Anna Johnson,VJH4ONYQ,58.43
Sophia Wilson,A6PR30MX,25.18
John Brown,EVJHNXKA,18.69
Chris Johnson,V92LTK12,45.2
John Wilson,PC1RJ2W2,73.11
Alex Miller,V3YUEQDL,103.84
Laura Wilson,6UVU38QQ,88.96
Anna Martinez,R31BUV8K,114.48
John Martinez,DSD41IJ7,99.26
Alex Jones,HPAWR5TN,46.71
Chris Johnson,KJREI442,71.11
John Garcia,L62GMNVL,68.93
Emily Smith,SZ4KCVA5,23.27
Emily Davis,8NPLA0XK,125.6
John Smith,46D6J2PJ,35.06
Alex Johnson,YQ6W8MGK,94.47
Jane Brown,0WAG4DJP,89.21
Tom Garcia,AIBDKEYC,64.27
Emily Davis,S5ZT616Q,16.66
Emily Jones,CE856AWL,64.18
Chris Garcia,ZFRIJEGX,17.76
Chris Garcia,85CU36XB,129.93
Laura Williams,3HPP7IB3,108.13
Sophia Martinez,UA75B1US,25.55
Alex Brown,9BW5CSVE,40.22
Emily Wilson,9MPAMVDB,38.43
Emily Davis,0DJE11IQ,88.17
Chris Davis,JWYGN3VV,50.31
Sophia Martinez,RZ9CNTAJ,109.74
John Martinez,FS5771E6,120.72
Laura Miller,LPW5CRN3,28.87
Alex Brown,SGR4CEJO,18.55
Chris Wilson,6XK2BGDV,46.84
Laura Jones,GIKE613K,55.83
Chris Miller,DPD9XE7Q,65.95
Tom Davis,FC403DG1,44.59
Jane Davis,FK2P9P7F,96.6
Chris Johnson,JA4O3S6N,117.0
Mike Miller,XK1KXNXZ,99.29
Laura Martinez,AVX8860R,74.2
Jane Garcia,GY3O4USW,36.76
Mike Williams,GFLXJCJ3,59.38
Chris Brown,OLOQX8GG,82.42
Emily Smith,5R3CMHGR,122.9
Emily Wilson,F15CQHKA,99.67
Alex Brown,XK78BR9Q,133.93
Chris Wilson,PIQIHWHE,113.58
Laura Davis,Q0BOQYQW,64.46
Anna Williams,AT9JDW0N,109.86
John Jones,61HQM8BQ,22.34
John Johnson,JRX4MR08,110.94
Chris Jones,8UZWDE8I,75.88
Tom Miller,OYCQWL7S,40.5
Anna Brown,UE2JX5N5,45.84
Emily Wilson,W7GWDC82,49.43
Alex Miller,P1ZJP4C6,15.1
Chris Garcia,KVCBI5TS,71.68
Tom Johnson,URXHJQT8,49.14
Emily Williams,TAQEB67F,122.23
Emily Davis,BZP8T53O,17.13
Mike Davis,FOK5FBJU,50.29
John Johnson,30EWS28X,69.88
Tom Jones,WTCQWFK1,27.86
Sophia Smith,LWSZY5VK,65.67
Mike Smith,UBCWAKGF,50.56
Sophia Johnson,I7H9NTEG,84.41
Chris Johnson,L4YCN6ZX,73.75
Laura Johnson,6JH0KIZ2,114.73
John Brown,E0VV8KED,131.47
Mike Brown,V03CUAO1,56.07
Sophia Davis,4LC9386A,75.19
Laura Brown,2T2KHVA5,19.42
Mike Brown,8U43DWPK,112.1
