Name,Product SKU,Amount
Chris Smith,5MWFSEI9,35.55
Jane Brown,JV0O79M3,118.36
John Smith,X3RCA1PL,85.11
John Davis,7WB1Q2JB,71.34
John Williams,G2G3T19C,121.44
John Williams,KJPXM78C,117.35
Chris Wilson,9XRPWI49,54.8
Sophia Wilson,3CQVX05T,106.55
John Brown,C24P4U29,37.41
Laura Williams,EQ1P34M4,47.83
Mike Jones,379WO0FV,107.35
Tom Miller,PXL6VX7C,57.59
Emily Brown,306TZRYX,30.87
John Davis,HQUHOEYW,115.01
Tom Garcia,K2F679DM,134.19
Anna Brown,HWFJUUUI,127.43
John Brown,BDI1VCL7,134.19
Jane Brown,7230V714,79.64
Tom Martinez,36JTH767,39.35
Tom Davis,NTNOEL6I,53.34
Laura Johnson,XA335HY3,26.74
Tom Garcia,31BP2TR0,93.4
Tom Jones,HPLRNR6L,108.44
Emily Jones,LZQVJC4J,110.77
John Wilson,3O9B8TVM,97.67
Emily Davis,TJHLZFU2,60.92
John Garcia,M5D3BX6C,75.19
Tom Davis,1R6WZEXF,97.46
Chris Smith,DXUFEWN0,19.96
Jane Jones,ISGGJE7F,83.78
Tom Jones,AJLBKIM2,116.31
Chris Davis,FSGZVR84,67.62
Tom Miller,06G0DRCZ,72.67
Chris Brown,WXYMKW0W,89.61
Mike Smith,NQ3GFH7B,132.8
Laura Wilson,WLRF01M9,105.84
Jane Martinez,O86L75JT,132.32
Tom Johnson,HHZBV7RT,73.47
Tom Johnson,0EKAUV2H,115.11
Sophia Williams,52I5QNNX,125.33
Anna Garcia,VH59QZO6,35.92
Chris Brown,6W3EQ43K,80.69
Anna Johnson,3PTL5EIO,30.7
Chris Smith,6ACU5EVE,108.12
Alex Smith,2FHK3JMO,119.07
Anna Williams,X3SC75SP,90.83
Anna Davis,0Y889J2E,72.64
Jane Davis,COO88U99,69.19
Anna Williams,QT3LTN10,48.55
Tom Davis,QC3MYPBY,37.32
Chris Johnson,TG72AE6N,64.3
