Name,Product SKU,Amount
Jane Johnson,P5EF8OQY,29.24
Mike Jones,QL82F0AR,99.47
Emily Garcia,A8UT6KOC,111.65
Tom Wilson,GO8VAGPE,27.32
John Williams,LQTNE6DV,47.73
Laura Williams,LJ32O1KE,76.58
Alex Smith,I7RTLWZJ,59.8
Mike Johnson,AY3WN0L4,57.46
Jane Jones,SVEVL43C,67.75
John Johnson,4CYGY8KI,48.09
John Johnson,4PTKLHV4,84.15
Emily Davis,YWGZWN19,83.89
Alex Brown,SU26IT38,87.7
Sophia Davis,UOKGVNJW,110.15
Emily Brown,O4ODHEZB,118.37
Tom Davis,U2TNCGNU,64.13
Emily Jones,08ON1UAW,64.49
Tom Williams,08YXH8WZ,20.38
Chris Wilson,4LJGOTKD,63.66
Mike Martinez,F2GBYLOJ,60.45
Mike Davis,6LYHBTNI,109.64
Alex Williams,TBTOUZX0,120.67
Emily Brown,47L9GXWD,133.88
Alex Miller,TR6U2GX1,38.65
Tom Smith,YDGCLMFI,55.14
Tom Garcia,CRP9Q55Q,16.28
Sophia Johnson,3M3UHS4A,78.68
Sophia Davis,ZY2F8CMW,84.13
John Davis,NQSO3LBQ,34.86
John Wilson,R1XTAL7D,62.47
Sophia Brown,WKDGLJ75,121.76
Sophia Jones,C56TNUVU,111.12
Sophia Jones,84D5QB3V,25.32
Tom Davis,BJ67BGNE,91.48
John Johnson,FKF5H88C,72.27
Emily Wilson,SE3DQ5PE,66.81
Emily Miller,LCLJAZ0S,20.06
Emily Smith,TXG631XU,15.86
Anna Johnson,M1K3LFT3,83.98
Mike Brown,AIWOM816,120.74
Jane Smith,K1KUY2Z9,107.34
Jane Wilson,GCCDCBO7,109.41
Tom Davis,6CNNTPRR,20.61
Alex Garcia,2J27A9F2,26.97
Alex Garcia,ASXL5GET,104.43
Jane Brown,KNWB7C4S,112.93
Chris Garcia,QZZ4BOLW,44.04
Sophia Johnson,3M0KJCZS,135.17
Alex Jones,R7GTBH8Q,70.42
Mike Davis,J7980BSJ,41.22
Anna Williams,OBHL0ZE5,61.35
John Miller,31G4KOSA,51.01
Mike Miller,Y0LUY94H,55.79
Anna Miller,OXP81NCT,128.04
Chris Davis,AUXZSWZL,105.67
Tom Garcia,RZBH8GO8,75.64
Tom Jones,OVVKVNJ2,23.8
Mike Williams,QPK8152S,109.15
Chris Garcia,UAIPX6PT,83.97
