Name,Product SKU,Amount
Jane Wilson,943CIUZK,124.36
Alex Martinez,XUUJTGQ3,133.19
Tom Davis,8ZEXCBT6,58.12
Chris Johnson,XLZ5B7YF,125.76
Mike Garcia,GHR5U1FV,46.96
Jane Garcia,8SASH6HG,108.63
Alex Johnson,CPXUTQHC,27.44
Emily Brown,Q6R58KC6,83.97
Tom Brown,HERYOR88,29.65
Laura Jones,ACYDZST8,43.76
Sophia Wilson,7LQPAOO6,29.59
Emily Davis,CETNMGPQ,75.69
Mike Jones,R6UDMZXF,46.6
Jane Garcia,R1L4N7P9,41.62
Alex Davis,6XOK6N1Y,118.67
Sophia Wilson,HR8F0TLN,119.57
Tom Wilson,FRWWQESL,112.94
Anna Brown,6QM4ZDPJ,69.21
Sophia Garcia,QUIRSM4U,105.38
Sophia Williams,F3ACKJEQ,72.18
Emily Jones,ZVIT5LQ9,43.01
Anna Wilson,FELZIDMZ,37.12
Alex Martinez,WLA2O3UP,73.3
Tom Garcia,2S2TWRUN,69.14
Emily Williams,PWJLEHLY,95.25
Alex Martinez,SBUB5T3G,61.94
Chris Jones,0YSYJN9K,49.99
Tom Davis,6C125ZGP,69.29
Emily Davis,FG07NJEU,105.22
