Name,Product SKU,Amount
Laura Williams,Y6RM9U2C,62.34
Tom Williams,AS7E444L,27.53
Chris Garcia,QEEGMGHA,95.86
Sophia Brown,BPTO4WP3,105.46
Anna Jones,QEW829F7,102.83
Mike Martinez,G94FVI0G,113.64
Jane Williams,9YT3MIHF,100.78
Chris Brown,MOVAY3GV,17.17
Alex Martinez,UQCX07GE,118.65
Anna Miller,5NMNS28T,92.35
Mike Miller,MZ7S2HE5,36.26
Jane Johnson,37Z78K10,26.5
Tom Davis,UD13JONT,103.75
Tom Martinez,4AOXEWKC,65.19
Chris Brown,ONH1EJL6,53.29
Alex Williams,2LC1P1PP,22.22
Sophia Smith,WVFSD05A,74.6
Mike Brown,OOWW47SY,54.25
Sophia Martinez,R63MJQG0,117.1
Jane Johnson,XFZKSG2K,28.44
Anna Garcia,36XCZEBY,110.59
Emily Martinez,BPDY1KZQ,47.37
Alex Jones,SXWMCMNH,21.34
John Miller,O60I5W42,62.99
John Johnson,GCAADZ6J,18.71
Jane Jones,0FO1QSC5,43.43
Sophia Johnson,KPIUYAPE,15.99
Alex Martinez,GOGAFY3C,103.95
Tom Garcia,M470730B,56.36
Laura Wilson,WA02R7NH,80.84
Alex Smith,65D1EMI5,48.65
John Smith,OZ5VHPMZ,20.55
Tom Brown,IE53REXV,135.23
Mike Garcia,A8L99D9Z,13.05
Jane Davis,LQWZ3HB2,25.07
Jane Jones,8Y24S0M1,57.33
Tom Wilson,R8FHAC53,131.14
John Garcia,L9VT3J18,58.86
Anna Williams,S494GXHT,70.7
Mike Miller,VTQ9N9UO,79.81
Sophia Garcia,OESGIM1R,49.66
Laura Smith,RLDV8M3V,110.26
Emily Wilson,JB3RMKSV,39.99
Sophia Brown,F0UNM7SC,87.57
Emily Wilson,NWJAD62J,106.64
Emily Smith,BG2ZPNJM,25.48
Laura Garcia,BNB1WYI3,132.33
Jane Johnson,2EYFQKJT,55.52
Laura Miller,TVBLZXAS,26.08
Anna Johnson,U73MA7A9,88.26
Emily Davis,78DJEATC,55.38
Anna Williams,VYSCCFP2,86.22
Tom Smith,ZPZ48EAT,71.75
John Wilson,L4A4V92U,13.29
Tom Martinez,7LQDI928,23.41
Sophia Jones,3REWA7IN,13.95
Anna Jones,PIGRFEOU,65.1
Anna Davis,90346Q6G,50.95
Emily Davis,BFC1KPHN,95.79
Emily Wilson,XVFQF21J,37.48
Chris Wilson,IS7KDH0A,72.38
Mike Williams,1FLFMW7D,114.51
Chris Davis,LUQ0AXZ0,29.94
Jane Jones,R4D2VAIC,114.13
Mike Davis,SD41SDD4,97.37
Anna Wilson,R7PONMY6,54.51
Anna Jones,03E9SAY9,24.23
Jane Johnson,DQ607ZCL,33.27
Jane Davis,3KSBXTBW,22.24
Jane Wilson,4YKT1K21,50.95
John Jones,I73YS00N,104.02
Sophia Smith,FQET5DKN,61.56
Alex Johnson,5QD83MK5,32.84
Laura Williams,N8ESC570,44.6
Emily Brown,ZN1EJO1U,92.55
John Johnson,08JR5P8D,93.57
John Johnson,0FYWCFBI,133.22
Laura Smith,6N1F8D90,88.23
Anna Smith,BA6741CV,97.47
Jane Garcia,VBGAF2XL,73.22
Mike Martinez,JQRDXRX7,117.74
Chris Jones,ZITLXG8A,114.55
Alex Miller,8FJ48VTY,75.82
Anna Davis,Z8QTSJIZ,83.48
Anna Miller,04BI64ID,73.34
John Miller,Z866G42M,45.84
Chris Miller,ZI9U0FW5,89.47
Mike Miller,VHNDH0RD,47.84
John Smith,9BUSHQJV,129.52
Mike Brown,2Y7SS4AT,106.63
Sophia Wilson,HW6Z3LVF,29.71
Laura Jones,O3OVQ2LY,123.22
Alex Martinez,E8K39Z2R,17.33
Laura Wilson,OVFTTIS8,90.55
Chris Miller,R7R1IHM9,53.32
Emily Martinez,N5B3IJLQ,50.29
Tom Garcia,MP44CGG4,23.01
Alex Miller,YOQWDOUI,97.96
Anna Johnson,7X5NGK9O,69.67
Emily Smith,L04AVXGI,58.0
Tom Davis,NJQBNJQB,114.57
Laura Miller,AEQHC24J,34.62
Emily Davis,KGY4XO62,120.77
Alex Wilson,JE3SR907,115.6
Laura Brown,CP0LFMOQ,83.2
Alex Jones,J3L22SU0,37.45
Chris Smith,SVY17YCR,43.95
Tom Garcia,8WARWG0V,87.7
Sophia Brown,260UFJMU,35.94
Sophia Williams,VR9VA0P6,45.54
Anna Smith,3K2LNR5F,84.42
Anna Miller,TOUJSG7V,59.45
Alex Martinez,IZ10LZ4D,44.28
Anna Johnson,K8VQDOTX,97.44
Laura Garcia,N7ATKOA4,65.54
Mike Garcia,L2S83CHE,83.46
Chris Wilson,23L8IFVR,34.83
Alex Davis,VU0S9QTX,133.43
Anna Smith,HBBEXI7Z,49.03
Tom Smith,DPAOLNBE,25.19
John Williams,R33YP68O,113.72
Anna Wilson,PHHW1ZD4,109.59
Tom Davis,7UPUQFDV,68.96
Laura Smith,FTW2GXRW,56.43
Jane Miller,YSMNL5RD,77.07
Emily Garcia,VTQV0QCX,15.61
Anna Johnson,R3M5ZLKZ,45.67
Mike Smith,MUO6RMFQ,91.91
