This file contains sales data for the month.,,
"Each row includes a customer name, product SKU, and the sales amount.",,
Mike Jones,L3RJPLQA,69.36
Emily Miller,WAXC68N4,59.66
Emily Smith,2O2AYAGR,72.05
Chris Wilson,OT34UYLX,128.1
Laura Williams,NMSD8IA8,116.08
Mike Brown,8H1W2GR6,127.62
Mike Miller,06O1VP46,73.22
John Johnson,TSKPI2AO,101.44
Tom Davis,15NDHXWQ,45.47
Chris Johnson,0M2XLJZ0,65.92
Tom Wilson,WW9LA6T7,103.73
Tom Smith,MPIBMMH7,98.23
John Williams,5QD18AVT,94.48
Jane Garcia,X7B032FJ,87.15
Jane Brown,JQMWT3KA,57.4
Chris Wilson,4TZWNNWX,109.07
Chris Brown,WH8WTJTQ,34.89
Tom Wilson,Y8D54E9S,60.75
Sophia Miller,516SU54Z,101.9
Mike Miller,K2XBUDZO,28.32
Alex Wilson,B3N0NY8O,17.19
Tom Johnson,QBYNDJIT,78.24
Tom Williams,XW0UMERR,30.93
Chris Miller,3FWYMK2J,28.19
Laura Miller,0I9HFQ21,90.33
John Jones,P7SHX5PE,121.78
Sophia Davis,0Z75MLCO,33.8
Anna Johnson,9MG9FHGS,112.1
Mike Wilson,N6CUNCNS,37.92
Jane Martinez,XP5I7X9S,113.38
Jane Garcia,IW1ILGWM,16.48
Tom Brown,O6MH6HRU,108.74
Alex Jones,QEIBTYNH,56.43
Sophia Brown,7USZ0KV3,128.68
Anna Miller,EMHU4RS8,81.69
Mike Miller,CXYK5282,18.26
Emily Brown,ZEIFAFZ8,131.18
Chris Wilson,UHM180W4,128.8
John Smith,EK4TZ8V0,74
Sophia Garcia,XFAUU8VM,57.6
Jane Brown,YUAWM27N,20.05
Alex Garcia,7V4AGJL9,99.33
Tom Jones,F6P5O7EZ,117.93
John Davis,RYB5UOYC,95.48
Sophia Williams,7ISSN3CN,34.48
Sophia Davis,CNU5NDXW,124.17
Alex Martinez,4QHM81AH,24.5
Sophia Johnson,TSGLI4V8,62.6
Tom Smith,CZ5IB4A6,64.86
Laura Williams,HE7V2SU0,59.52
Anna Martinez,5XLUUGQC,106.48
John Garcia,FYB28IYP,53.7
Tom Garcia,AK1OFZNZ,68.44
Laura Garcia,Z0FUDI72,62.45
Sophia Williams,MYPY6NSN,99.02
Sophia Davis,08E4A42R,104.95
John Williams,E5S6DKGL,88.68
Sophia Jones,PW09MZKW,68.53
Alex Williams,NYUIV501,57.28
John Martinez,41NSA2J5,120.68
Mike Jones,JZ704DFZ,99.76
Tom Williams,UXB0M9JT,26.67
Alex Wilson,EO542YHG,112.98
Alex Miller,J08DGQSW,13.5
Emily Garcia,TL78XFKZ,27.8
Chris Garcia,C1ZX7Y4N,124.32
Alex Miller,024VHXDE,132.12
Jane Jones,Q14JRCY7,118.43
Sophia Miller,9109I1NJ,41.84
Alex Wilson,P3QB5NS8,86.35
Jane Brown,5LNGINT5,19.1
Alex Williams,4QV0UJ8X,78.21
Emily Garcia,GPHKKLV8,94.07
Mike Miller,K6H9JBKF,31.47
Laura Wilson,DIFCCNTF,97.81
Sophia Miller,WN2V6EZE,110.97
Tom Martinez,VVL2NTQ1,50.11
John Johnson,YX1J943J,128.26
Chris Garcia,VLJX04WR,119.44
Emily Davis,9WCFG2KK,126.87
Jane Williams,MEJVE15H,75.1
Emily Martinez,WRH9O0TQ,44.69
Tom Garcia,AHQBUZQ7,40.31
Alex Johnson,RHKO3MSN,86.33
Mike Jones,ZQISU5UW,53.76
Laura Garcia,DTFQ7ULH,132.9
Chris Martinez,7WTXEG8T,66.49
Jane Jones,CYG9ZDHP,120.48
Mike Johnson,5TMUBFTW,42.04
Laura Miller,7PZVSL50,123.93
Laura Martinez,U9TSW925,60.06
Emily Davis,4E9RT16G,42.33
Jane Jones,6J73BN86,16.45
Emily Smith,AU5DODKV,22.52
John Martinez,5FVGSR2Y,71.95
Tom Brown,4L6KPLU7,106.76
Anna Williams,0V3ERBQ4,56.63
John Williams,F1KC6GLK,36.42
Chris Jones,D55TXH8T,46.09
Tom Smith,1MEYH4YR,130.39
Emily Jones,I8IO3V9Z,108.45
Alex Jones,VJH4ONYQ,58.43
Anna Johnson,A6PR30MX,25.18
Sophia Wilson,EVJHNXKA,18.69
John Brown,V92LTK12,45.2
Chris Johnson,PC1RJ2W2,73.11
John Wilson,V3YUEQDL,103.84
Alex Miller,6UVU38QQ,88.96
Laura Wilson,R31BUV8K,114.48
Anna Martinez,DSD41IJ7,99.26
John Martinez,HPAWR5TN,46.71
Alex Jones,KJREI442,71.11
Chris Johnson,L62GMNVL,68.93
John Garcia,SZ4KCVA5,23.27
Emily Smith,8NPLA0XK,125.6
Emily Davis,46D6J2PJ,35.06
John Smith,YQ6W8MGK,94.47
Alex Johnson,0WAG4DJP,89.21
Jane Brown,AIBDKEYC,64.27
Tom Garcia,S5ZT616Q,16.66
Emily Davis,CE856AWL,64.18
Emily Jones,ZFRIJEGX,17.76
Chris Garcia,85CU36XB,129.93
Chris Garcia,3HPP7IB3,108.13
Laura Williams,UA75B1US,25.55
Sophia Martinez,9BW5CSVE,40.22
Alex Brown,9MPAMVDB,38.43
Emily Wilson,0DJE11IQ,88.17
Emily Davis,JWYGN3VV,50.31
Chris Davis,RZ9CNTAJ,109.74
Sophia Martinez,FS5771E6,120.72
John Martinez,LPW5CRN3,28.87
Laura Miller,SGR4CEJO,18.55
Alex Brown,6XK2BGDV,46.84
Chris Wilson,GIKE613K,55.83
Laura Jones,DPD9XE7Q,65.95
Chris Miller,FC403DG1,44.59
Tom Davis,FK2P9P7F,96.6
Jane Davis,JA4O3S6N,117
Chris Johnson,XK1KXNXZ,99.29
Mike Miller,AVX8860R,74.2
Laura Martinez,GY3O4USW,36.76
Jane Garcia,GFLXJCJ3,59.38
Mike Williams,OLOQX8GG,82.42
Chris Brown,5R3CMHGR,122.9
Emily Smith,F15CQHKA,99.67
Emily Wilson,XK78BR9Q,133.93
Alex Brown,PIQIHWHE,113.58
Chris Wilson,Q0BOQYQW,64.46
Laura Davis,AT9JDW0N,109.86
Anna Williams,61HQM8BQ,22.34
John Jones,JRX4MR08,110.94
John Johnson,8UZWDE8I,75.88
Chris Jones,OYCQWL7S,40.5
Tom Miller,UE2JX5N5,45.84
Anna Brown,W7GWDC82,49.43
Emily Wilson,P1ZJP4C6,15.1
Alex Miller,KVCBI5TS,71.68
Chris Garcia,URXHJQT8,49.14
Tom Johnson,TAQEB67F,122.23
Emily Williams,BZP8T53O,17.13
Emily Davis,FOK5FBJU,50.29
Mike Davis,30EWS28X,69.88
John Johnson,WTCQWFK1,27.86
Tom Jones,LWSZY5VK,65.67
Sophia Smith,UBCWAKGF,50.56
Mike Smith,I7H9NTEG,84.41
Sophia Johnson,L4YCN6ZX,73.75
Chris Johnson,6JH0KIZ2,114.73
Laura Johnson,E0VV8KED,131.47
John Brown,V03CUAO1,56.07
Mike Brown,4LC9386A,75.19
Sophia Davis,2T2KHVA5,19.42
Laura Brown,8U43DWPK,112.1
Mike Brown,,
