This file contains sales data for the month.,,
"Each row includes a customer name, product SKU, and the sales amount.",,
Alex Martinez,LEGIEDD9,44
Mike Jones,TK8RB4F7,106.1
Emily Martinez,RWK6NDRL,69.34
Emily Brown,6IFPUDNQ,51.42
Laura Johnson,7WVDSQPI,121.14
Alex Williams,USKBZDGC,14.85
Alex Davis,2RA9N6HQ,33.94
Mike Williams,6ML8LSTZ,124.53
Anna Smith,8K2C81AJ,102.57
Sophia Davis,C85X62V4,52.91
John Smith,PHI3CYDQ,39.14
Jane Johnson,M7IE6BWD,73.39
Alex Wilson,SO7HSVFQ,46.38
Laura Johnson,SP005DNX,124.83
Alex Jones,GFYEFHX4,88.11
Anna Wilson,1C5W0M49,53.58
Mike Jones,J780OFDQ,25.26
Sophia Davis,GZAOHKLN,133.26
Sophia Miller,SNTY4NG9,52.44
Jane Davis,9LZ63151,118.67
Laura Smith,MW4HT0VZ,88.18
Jane Smith,LQ2IT0XP,87.21
Jane Garcia,M6JEOGCB,126.01
John Wilson,3BXOC8HG,89.81
Chris Garcia,DKXPOC7H,65.55
Tom Johnson,LRW9UF2K,45.6
Jane Johnson,R0GILR5T,122.17
Jane Brown,WLM59OHI,71.05
Laura Jones,YVCDX5XD,20.53
Laura Johnson,OSRD2SN7,101.6
Sophia Garcia,R00OKSLO,107.07
Jane Wilson,WMQF5XQZ,86.95
Sophia Martinez,PX2AY7SS,59.72
Tom Garcia,TJYYIHFW,120.42
Anna Davis,MRD7FLEZ,127.97
Anna Johnson,M7TY83J4,54.11
Sophia Brown,VF29GVDG,58.18
Chris Brown,57H8TZBF,75.35
Sophia Garcia,DILEYRII,18.55
Emily Brown,94ZEHHLH,28.43
John Brown,RX28ACTF,81.27
Sophia Garcia,TVZY9YHW,35.23
Laura Brown,T24ASDC6,40.83
Sophia Johnson,9374E6Q8,29.5
Sophia Wilson,JQ82F4CE,103.31
Sophia Brown,9IHSKFXV,37.95
John Miller,XEH65HL0,72.98
Mike Brown,QR7CKT8E,22.17
Anna Martinez,I3HEPJ29,128.82
Emily Johnson,8MO9CZFW,69.17
Tom Brown,K68H3WTG,47.37
Anna Wilson,YRJCE01E,75.43
Emily Davis,SI2L6290,65.91
Tom Martinez,MWOTRAYN,115.89
Sophia Brown,ETBYO59I,68.34
Laura Brown,530BK4H8,101.1
Sophia Wilson,Y0LBERTE,43.36
Chris Brown,MVZ0I6ZQ,83.39
Anna Wilson,TRLE0R11,114.48
Sophia Smith,XQKBG12Y,34.35
Mike Miller,YV0QYWTE,46.12
Sophia Garcia,TBHQCL60,48.39
Alex Garcia,TZJSAPKL,91.69
Chris Jones,BZ5XPG1N,45.13
Sophia Davis,GRSI5Q0H,116.7
Sophia Williams,ATI9JCFX,43.32
Alex Jones,QP4C521Y,43.23
Jane Johnson,KYFSGIPN,39.93
Laura Smith,RTIGIKHV,129.87
John Johnson,XV4MXXGA,26.11
Jane Davis,CFJ93FEB,24.06
Chris Garcia,44PF39EE,111.28
Tom Garcia,9GOIU6LI,76.97
Jane Williams,CH4KIHG3,121.34
Mike Smith,S1XSVPDF,74.36
Jane Brown,BDCY8Q8V,111.28
Sophia Brown,E5JX0I52,81.58
Emily Miller,9BU262V3,43.09
Laura Jones,IWL1KB0Z,86.59
Laura Smith,28RB4GTF,58.72
Tom Garcia,QBE8UYX2,103.04
Sophia Williams,J8FSIP0M,112.62
Jane Miller,VXRJYZEP,63.44
Sophia Miller,CIEJN6KV,80
Anna Miller,E4MUPPSX,115.68
Emily Davis,7CYVFGTQ,33.45
Alex Davis,U5C78WET,98.8
Tom Miller,JJ0NU0W0,13.92
Jane Williams,MADFTVJ8,118.28
Tom Williams,OGFBEIBZ,16.78
Alex Smith,K6VFD9CK,39.58
Laura Brown,MCKNJYHZ,24.35
Alex Brown,L3RE4GP5,47.73
Emily Davis,ISULGG9D,120.72
Tom Wilson,1INKFILF,85.99
Jane Williams,WZEOBUOG,65.62
Alex Smith,KEIC1HXM,96.03
Sophia Jones,LC30AEVP,56.92
Jane Jones,NQX8TUPP,55.45
Sophia Brown,T3MO1C1U,66.25
Chris Garcia,XFXYLDD6,97.15
Laura Wilson,RPS6EC2F,126.78
Tom Martinez,FATIGPCH,58.04
Tom Johnson,E8T38KP4,55.9
Laura Jones,PI3NNV9V,26.1
John Jones,4TD2612L,102.88
Emily Miller,K24G62G8,114.47
John Miller,A8D2OOWB,28.81
Mike Johnson,0QPD7LJ0,18
Alex Jones,MXAE9TK4,75.29
Mike Johnson,0QGIKDSO,21.02
Alex Martinez,9IGEG4E4,42.78
Chris Brown,W4ZILU1A,100.25
Sophia Smith,P17U9HCL,38.29
Jane Brown,LBDVLWY4,96.83
Jane Davis,JJ7YK7GE,80.26
Sophia Martinez,192L52Y5,83
Laura Martinez,1MSIQ285,107.34
Anna Martinez,MHY6IBS7,84.33
Laura Williams,CIGLLJ9Q,71.27
Chris Jones,TO0KNZ6T,50.52
Emily Martinez,N5J10D6H,63.12
Emily Martinez,DNO31LNM,78.63
Chris Williams,WNFQ0NFJ,62.17
Chris Martinez,Y605V9KW,104.43
Anna Brown,8X73OACJ,101.76
Laura Davis,12J89N4U,130.86
Chris Martinez,1Y34H67X,22.91
Laura Martinez,RMQDDBDG,81.6
Emily Martinez,AY1BGWG4,25.56
Mike Brown,LA5BCXD6,87.29
Mike Davis,TY020BT5,33.56
Anna Garcia,24KRK39W,92.98
Laura Martinez,31Y8MIZR,106.94
Jane Williams,W7UZ4MJO,124.25
Laura Martinez,Q4K7XUWP,118.31
Laura Garcia,HXYI3YUE,30.02
Chris Johnson,SHP72HWO,98.73
Mike Wilson,HWO2K3F0,51.9
Laura Wilson,YIOOAOTO,77.8
John Martinez,S7J5GRF8,55.17
Jane Wilson,2Z1U56N5,14.54
Sophia Johnson,GU6OSTCU,67.44
Chris Miller,VZPZES6L,122.97
John Wilson,ILGNY4R1,101.74
Tom Garcia,3KPI98GE,94.11
Tom Brown,CBG1FJZW,98.79
Chris Smith,,
