This file contains sales data for the month.,,
"Each row includes a customer name, product SKU, and the sales amount.",,
Chris Wilson,286FB91O,39.7
Tom Davis,XDFOM5MV,115.27
John Davis,D5V29GT0,77.24
Tom Davis,1IQS9OCP,79.85
Emily Johnson,4WXXTZJE,89.52
John Wilson,ZTVLSDQB,56.71
Jane Davis,2GS88RWM,47.38
John Williams,05PEOP11,94.01
Laura Johnson,0GDP0Q78,89.21
Emily Williams,LBDAYEAL,53.52
Mike Williams,MD4I8QJY,107.93
Tom Miller,EQ5EUTHT,101.28
John Brown,XKXY5HDO,70.67
Chris Wilson,4M91QXXM,72.07
Jane Smith,XTQOGBV4,72.8
Mike Williams,9CS8MSVK,129.67
Laura Davis,WP4BKSQB,86.39
Sophia Wilson,VAL1KPO5,79.05
Alex Miller,5ATKMPAR,123.49
John Johnson,XYZSKBAE,109.65
Laura Miller,86QWG205,24.2
Sophia Martinez,H21R7P2U,27.46
Chris Jones,MRA9UCVN,128.76
Jane Johnson,9PAKKM7M,72.11
Anna Johnson,F0HI9N87,74.81
Mike Jones,QVTJI6TQ,121.32
John Johnson,MOUQY57T,101.66
Alex Martinez,F1PTWQEH,114
Mike Brown,FVUGDBOH,44.96
Tom Williams,XKI855K9,40.85
Tom Wilson,SPU2HTN3,115.98
John Miller,0ZZUQSXV,128.2
Jane Brown,F1853LFF,26.47
Emily Miller,3K8I88OK,48.72
Emily Jones,JVKFFSFG,47.61
Chris Wilson,Y58QQKN3,105.94
Sophia Brown,I868LB5Q,121.64
Sophia Davis,TF3F1H6J,31.46
John Miller,PRHAY4J1,77.72
Chris Brown,YLOZ68LG,44.62
John Brown,N2EUBBSY,119.02
Chris Brown,LKTCA2O3,104.92
Jane Davis,19ALXTPP,59.92
Jane Davis,O9OO7HE5,77.21
Mike Miller,ADWGLF7Y,86.58
John Williams,ZH6R98PE,29.37
Sophia Davis,WW1NT7KE,77.62
Sophia Garcia,S8IWM4ET,30.05
Jane Wilson,G5QCBJZD,124.2
Tom Wilson,JCQZLTGQ,36.02
Tom Davis,RYPOY91L,129.37
John Jones,BZ0OAX0S,127.94
Sophia Martinez,NQLRIGZ3,22.26
Emily Jones,5AKGRLKP,44.31
Jane Wilson,4CF48RHU,106.46
Sophia Wilson,JM5SS2Q4,24.82
Emily Jones,SCWSOZ1K,91.62
Alex Johnson,L3VII08Q,87.21
Anna Martinez,94K4HUF8,75.24
Anna Davis,P1UPQIF9,60.86
Mike Martinez,2PTB3NO4,123.59
Emily Brown,W7Q2FUPP,29.31
Alex Garcia,XBGNYEBE,126.17
Anna Brown,CYW2KCJM,105.74
Alex Wilson,54T7B62H,58.12
Laura Brown,6B1V2GYR,83.51
Chris Martinez,DR2RO338,44.7
Alex Williams,XUS19GJL,88.13
Alex Jones,F4853BP3,131.92
Jane Johnson,9FCFQM8L,132.61
Sophia Miller,BOE77ST3,43.38
Laura Garcia,AHTC7DUI,55.91
John Martinez,N5T3ASR0,95.82
Tom Garcia,P9VVVAKK,52.5
Tom Jones,6YKZNKOH,111.94
John Davis,R10ACRR0,27.79
Chris Garcia,XJ6JW9GA,23.21
Anna Jones,T9303C9P,99.95
Emily Davis,JVY8X7JR,20.76
Sophia Smith,QJCTUHN7,50.42
Tom Miller,EQY04U1L,98.4
Jane Smith,2C7A571U,30.15
Laura Brown,HWSJXH3E,97.7
Alex Johnson,CFNWRKQB,17.6
Mike Garcia,NSN4LTUA,37.21
Chris Brown,VMGN6DQP,97.72
Alex Jones,323LXOP8,52.73
Chris Williams,CWTKKKDU,67.23
Sophia Miller,U3KEASZZ,110.1
Alex Davis,57NNSLAP,33.65
Tom Davis,CQMQF7P1,87.59
Sophia Miller,33OP1SQW,55.4
Jane Johnson,B1G7S8R4,62.26
Emily Wilson,WQKA89UK,71.61
Mike Martinez,4I4IASPT,51.51
Mike Johnson,M8SHPFCE,111.57
Tom Williams,8RJ92XPA,93.34
Chris Williams,81KSQ48G,96.02
Tom Martinez,LKD5GOL4,103.39
Sophia Davis,P41S8USP,84.81
Tom Brown,M9TRCDA0,106.68
Jane Jones,XOKC5BXK,60.58
Mike Miller,QF1NOFGO,43.55
John Jones,6KCZ8E2Z,29.66
Sophia Davis,HCMHMIDR,72.15
Tom Smith,DDMTLHXN,63.45
Anna Wilson,XDX8UGWA,87.04
John Johnson,DHG06D3C,89.33
Sophia Miller,CEWNQ9D0,118.98
Chris Davis,J9I5VPVM,41.97
Emily Martinez,VT4LR2I6,119.52
Jane Garcia,76N3M029,22.32
Emily Smith,Z45N39M1,64.86
Chris Smith,P00UZ4M0,80.54
Tom Jones,MEMBHF83,87.35
John Williams,0LGJQXIK,91.32
Sophia Johnson,AEHECN2D,83.4
Chris Brown,RKJE6P1D,49.97
Tom Johnson,EIV7Z0GX,33.65
Chris Garcia,3GINTMX4,97.73
Tom Brown,H6AW3GWF,116.6
Chris Davis,9BRS7Q67,127.41
Tom Williams,NIIDDLI5,15.4
Alex Wilson,2AUMJ4P7,96.41
Chris Miller,AEROD62T,105.86
Mike Smith,2ZOQC29J,36.86
Mike Wilson,1PRVE3YU,70.66
Tom Davis,3F18958R,45.34
Laura Johnson,46ZBSK2C,100.95
Tom Williams,RTYUAL4I,32.7
Sophia Garcia,G3EZWWC6,69.56
John Williams,00SXYFC8,97.71
Mike Garcia,GUMWRCR4,13.83
Sophia Wilson,JY9P0CU3,15.85
Mike Jones,PLAIDOMG,88.39
Chris Brown,2S1UQTYT,60.5
John Garcia,4DB4CR6S,78.79
Chris Martinez,HK1EZGU9,33.89
Mike Martinez,O0X3LV2H,74.02
John Smith,9GGZUBOP,74.87
Tom Williams,MAWR7FPH,16.74
Mike Smith,ZRTGQ9CJ,75.45
Alex Smith,KVYALKWD,78.73
Sophia Williams,EBPEGQ8L,110.06
Emily Brown,4N90STVF,103.48
Mike Martinez,PFTSGH8U,117.3
Emily Johnson,UJMRRNK6,78.53
Mike Davis,X89LFJ3P,68.35
Tom Martinez,BFMTM5M2,24.23
Laura Brown,JULHWI06,119.22
Laura Wilson,1GJWBCE2,58.29
Jane Davis,8CGDAC32,81.82
Mike Miller,NX39OJ2B,48.12
Jane Williams,PVGNZT49,47.82
John Brown,F2TTGCQJ,114.29
Chris Martinez,245BBBF2,112.49
Laura Wilson,YLY85WGJ,106.88
Anna Brown,9FJP1QGJ,107.61
Sophia Garcia,4QMIGMZX,96.68
Emily Smith,L925K0GS,109.84
Sophia Smith,SDKVCLR7,26.27
Sophia Wilson,ROJ2JTJX,104.04
Sophia Miller,1O84RR8P,19.46
Chris Johnson,URCL8DVC,77.14
Chris Johnson,GTMOOWL8,99.1
Tom Brown,AFA6CDOH,61.51
Alex Jones,G268NZOU,69.64
Mike Wilson,K1X4BXSM,97.23
Chris Garcia,S7TVSDHA,93.85
Alex Williams,,
