This file contains sales data for the month.,,
"Each row includes a customer name, product SKU, and the sales amount.",,
Chris Brown,UQCX07GE,118.65
Alex Martinez,5NMNS28T,92.35
Anna Miller,MZ7S2HE5,36.26
Mike Miller,37Z78K10,26.5
Jane Johnson,UD13JONT,103.75
Tom Davis,4AOXEWKC,65.19
Tom Martinez,ONH1EJL6,53.29
Chris Brown,2LC1P1PP,22.22
Alex Williams,WVFSD05A,74.6
Sophia Smith,OOWW47SY,54.25
Mike Brown,R63MJQG0,117.1
Sophia Martinez,XFZKSG2K,28.44
Jane Johnson,36XCZEBY,110.59
Anna Garcia,BPDY1KZQ,47.37
Emily Martinez,SXWMCMNH,21.34
Alex Jones,O60I5W42,62.99
John Miller,GCAADZ6J,18.71
John Johnson,0FO1QSC5,43.43
Jane Jones,KPIUYAPE,15.99
Sophia Johnson,GOGAFY3C,103.95
Alex Martinez,M470730B,56.36
Tom Garcia,WA02R7NH,80.84
Laura Wilson,65D1EMI5,48.65
Alex Smith,OZ5VHPMZ,20.55
John Smith,IE53REXV,135.23
Tom Brown,A8L99D9Z,13.05
Mike Garcia,LQWZ3HB2,25.07
Jane Davis,8Y24S0M1,57.33
Jane Jones,R8FHAC53,131.14
Tom Wilson,L9VT3J18,58.86
John Garcia,S494GXHT,70.7
Anna Williams,VTQ9N9UO,79.81
Mike Miller,OESGIM1R,49.66
Sophia Garcia,RLDV8M3V,110.26
Laura Smith,JB3RMKSV,39.99
Emily Wilson,F0UNM7SC,87.57
Sophia Brown,NWJAD62J,106.64
Emily Wilson,BG2ZPNJM,25.48
Emily Smith,BNB1WYI3,132.33
Laura Garcia,2EYFQKJT,55.52
Jane Johnson,TVBLZXAS,26.08
Laura Miller,U73MA7A9,88.26
Anna Johnson,78DJEATC,55.38
Emily Davis,VYSCCFP2,86.22
Anna Williams,ZPZ48EAT,71.75
Tom Smith,L4A4V92U,13.29
John Wilson,7LQDI928,23.41
Tom Martinez,3REWA7IN,13.95
Sophia Jones,PIGRFEOU,65.1
Anna Jones,90346Q6G,50.95
Anna Davis,BFC1KPHN,95.79
Emily Davis,XVFQF21J,37.48
Emily Wilson,IS7KDH0A,72.38
Chris Wilson,1FLFMW7D,114.51
Mike Williams,LUQ0AXZ0,29.94
Chris Davis,R4D2VAIC,114.13
Jane Jones,SD41SDD4,97.37
Mike Davis,R7PONMY6,54.51
Anna Wilson,03E9SAY9,24.23
Anna Jones,DQ607ZCL,33.27
Jane Johnson,3KSBXTBW,22.24
Jane Davis,4YKT1K21,50.95
Jane Wilson,I73YS00N,104.02
John Jones,FQET5DKN,61.56
Sophia Smith,5QD83MK5,32.84
Alex Johnson,N8ESC570,44.6
Laura Williams,ZN1EJO1U,92.55
Emily Brown,08JR5P8D,93.57
John Johnson,0FYWCFBI,133.22
John Johnson,6N1F8D90,88.23
Laura Smith,BA6741CV,97.47
Anna Smith,VBGAF2XL,73.22
Jane Garcia,JQRDXRX7,117.74
Mike Martinez,ZITLXG8A,114.55
Chris Jones,8FJ48VTY,75.82
Alex Miller,Z8QTSJIZ,83.48
Anna Davis,04BI64ID,73.34
Anna Miller,Z866G42M,45.84
John Miller,ZI9U0FW5,89.47
Chris Miller,VHNDH0RD,47.84
Mike Miller,9BUSHQJV,129.52
John Smith,2Y7SS4AT,106.63
Mike Brown,HW6Z3LVF,29.71
Sophia Wilson,O3OVQ2LY,123.22
Laura Jones,E8K39Z2R,17.33
Alex Martinez,OVFTTIS8,90.55
Laura Wilson,R7R1IHM9,53.32
Chris Miller,N5B3IJLQ,50.29
Emily Martinez,MP44CGG4,23.01
Tom Garcia,YOQWDOUI,97.96
Alex Miller,7X5NGK9O,69.67
Anna Johnson,L04AVXGI,58
Emily Smith,NJQBNJQB,114.57
Tom Davis,AEQHC24J,34.62
Laura Miller,KGY4XO62,120.77
Emily Davis,JE3SR907,115.6
Alex Wilson,CP0LFMOQ,83.2
Laura Brown,J3L22SU0,37.45
Alex Jones,SVY17YCR,43.95
Chris Smith,8WARWG0V,87.7
Tom Garcia,260UFJMU,35.94
Sophia Brown,VR9VA0P6,45.54
Sophia Williams,3K2LNR5F,84.42
Anna Smith,TOUJSG7V,59.45
Anna Miller,IZ10LZ4D,44.28
Alex Martinez,K8VQDOTX,97.44
Anna Johnson,N7ATKOA4,65.54
Laura Garcia,L2S83CHE,83.46
Mike Garcia,23L8IFVR,34.83
Chris Wilson,VU0S9QTX,133.43
Alex Davis,HBBEXI7Z,49.03
Anna Smith,DPAOLNBE,25.19
Tom Smith,R33YP68O,113.72
John Williams,PHHW1ZD4,109.59
Anna Wilson,7UPUQFDV,68.96
Tom Davis,FTW2GXRW,56.43
Laura Smith,YSMNL5RD,77.07
Jane Miller,VTQV0QCX,15.61
Emily Garcia,R3M5ZLKZ,45.67
Anna Johnson,MUO6RMFQ,91.91
Mike Smith,,
