This file contains sales data for the month.,,
"Each row includes a customer name, product SKU, and the sales amount.",,
Laura Brown,T92JTHBN,71.71
John Martinez,GLSHL6L8,116.39
Jane Wilson,8CT8EF15,101.39
Laura Williams,TS1YIMU1,111.8
Alex Williams,GIXRKBT0,49.95
Chris Johnson,ZLI0OKES,70.54
John Davis,1CM3M63K,56.55
Chris Smith,IXKVQSL1,35.69
Sophia Wilson,0P107HRL,65.22
Tom Garcia,YW1S5XLJ,66.06
Emily Wilson,MSEJ7L1Z,95.12
Emily Martinez,8SYPEHPX,56.91
Laura Brown,GO9YY5DV,38.62
Mike Martinez,FP581GUF,27
Laura Jones,T2NC494Z,105.86
Jane Johnson,6PE68BZI,70.46
Anna Williams,9Z8QT5G3,70.55
Sophia Davis,XPTXRPXM,73.31
Alex Smith,4Q343KU9,81.85
Anna Martinez,1I625WCB,121.43
John Smith,VR7QHZ7F,32.82
Alex Davis,WATM8XHE,50.59
Mike Martinez,,
