This file contains sales data for the month.,,
"Each row includes a customer name, product SKU, and the sales amount.",,
Emily Williams,RX4FP508,74.73
Emily Brown,YDHZ77NW,30.1
Alex Jones,S922D4LC,116.91
Alex Williams,B4H9J4W0,78.69
Jane Garcia,FFEJVXVV,76.43
Tom Williams,3U4ZSVY9,76.17
Laura Jones,JY0FBJH9,23.7
John Smith,MWGGQN01,51.92
Tom Brown,R7W6LZBQ,32.46
Laura Smith,JRFJS52D,42.97
Mike Williams,W399XQ8J,103.24
John Williams,0IU9O6EF,58.59
Anna Williams,561K671M,17.14
Laura Wilson,PCHB94JK,63.5
Chris Brown,7RL576H1,32.25
Anna Brown,140LHUZV,50.54
Anna Brown,GJMOMLOD,108.03
Tom Williams,ZQYHXXU2,15.77
Jane Davis,BVCBPXSO,113.51
Tom Williams,D5F0VTFV,101.79
Jane Johnson,SH0OT2DG,126.01
Alex Brown,IKL096LW,30.75
Emily Miller,JYWZY9SG,26.8
Sophia Davis,NIAOOVMX,131.72
Mike Brown,JN0QJSMR,46.61
Mike Wilson,4BPLIZK5,87.65
John Martinez,YLRZRPFV,125.31
Anna Wilson,0RAMSD0G,101.97
Sophia Johnson,I9T4VEFD,103.29
Emily Williams,56QXDYAQ,104.18
John Davis,J43YEYA8,109.71
Jane Davis,CM0HXWWT,125.33
Chris Jones,MFJFYNQQ,83.91
Emily Davis,XWHDOFN6,37.21
Mike Brown,AVJZEKRN,109.81
Mike Smith,JZL7NC10,101.46
Tom Johnson,3TJ7A063,85.93
Anna Williams,LLT6E5GE,49.99
John Miller,4C9QEVPA,104.99
Anna Martinez,WX44Q3J5,113.16
Laura Wilson,6XA4UOZ9,99.09
Anna Brown,RD2WNRYC,36.3
Tom Brown,KS2RNRPL,59.39
Emily Garcia,1ERM4OFY,63.61
Emily Jones,V1V5W1HB,113.36
Jane Williams,JSBCSJTF,54.21
Jane Smith,NK97XT3Z,132.97
Mike Garcia,4MU1INAP,19.34
Emily Smith,9KT6PHTL,93.97
Sophia Davis,7FB7SAOW,65.72
Jane Garcia,SV2GSL9M,16.19
Chris Davis,KLAI201T,133.39
Mike Wilson,HKDISQBB,62.77
Chris Garcia,RDJ797NN,42.04
Chris Wilson,EQKLBDEC,27.03
Sophia Williams,6NCKLCBW,90.36
Chris Wilson,UHNT5XF3,54.49
Sophia Davis,5VHO2MDZ,37.74
Jane Wilson,OP36F5NN,28.11
Chris Williams,T8FNZ8FC,61.43
Tom Williams,XOEI432R,48.83
Anna Garcia,8JL4ZTC0,117.38
Laura Miller,6S8ZV8TS,122.16
Jane Jones,80EGRBP4,105.36
Chris Martinez,A7HZSEBW,116.65
Alex Jones,ZZLXAWQ2,24.13
Tom Miller,2UN20N4Q,116.03
Chris Johnson,KST85D96,46.23
Mike Williams,0EG1CTUC,19.19
Alex Williams,0C2WQKQH,131.07
Anna Jones,IF7PLLA8,29.3
Alex Johnson,NSIDRFHA,58.03
Alex Smith,3GFF8OBX,23.17
Sophia Martinez,7NJDWEKF,111.18
Mike Johnson,IYRHTHLF,132.44
Chris Wilson,L0C2RPNU,48.62
Tom Wilson,J6M9CF3O,35.41
Jane Brown,ZYMYLNA1,117.74
Tom Williams,KSNF1C9K,131.17
Alex Brown,IGI6H22L,18.16
Chris Smith,MQ7B1NRG,57.86
Emily Johnson,PI8OX4V4,113.24
Jane Martinez,J1ZEOZYE,115.66
John Martinez,TDRG7E4W,98.86
Laura Miller,HV7ANRST,82.1
Anna Johnson,MILILOVY,15.99
Jane Garcia,6SRVEBZO,13.28
Laura Davis,B9IJ411E,62.9
Emily Williams,OZXNUE5C,97.12
Sophia Garcia,99F1XA3V,110.74
John Jones,V9X45NL6,125.66
Emily Williams,QCJ56DGX,69.39
Chris Garcia,6BHG8KCK,103.18
Laura Martinez,27F7M8WJ,76.37
Alex Miller,UWT3NYSJ,101.22
Alex Smith,VNMPV2DP,78.22
Laura Williams,LTJVEOD0,117.34
John Garcia,I15HGBJL,21.91
Chris Wilson,T0V9FMQ4,115.66
Alex Johnson,OF40VLH5,74.11
Alex Miller,NUAXV7CD,70
Anna Garcia,NHXCA5PZ,100.17
Alex Garcia,6QDJLNBT,124.7
Jane Miller,T31DP7S5,89.09
Alex Brown,80WLXHEH,83.71
Sophia Williams,4P91V5O8,43.75
Laura Davis,23MR8QTC,70.99
Tom Jones,WSJF61SR,72.52
John Wilson,GCQWLI6Z,88.91
Alex Miller,X7YWVBMY,35.17
Emily Davis,KKM74KMP,56.65
Alex Johnson,IWE1LN4S,134.52
John Miller,ZLS67V7W,13.85
Mike Smith,I9AEBPEF,73.59
John Jones,TH3GGHT0,28.65
Alex Johnson,GA2BJUZP,53.52
Mike Martinez,YIOTUO1H,115.78
Mike Johnson,2PC5U2X8,96.79
Alex Williams,4S0GSR42,134.19
Alex Brown,IUE6JD81,81.88
Anna Williams,DCEW8CF9,27.33
Mike Brown,K1SH3B59,124.33
Jane Wilson,XG3AWNAX,47.71
Emily Miller,N6H7GWZX,34.6
Anna Williams,AGHPJS4E,75.34
Anna Davis,QX6M6PKE,28.46
Jane Smith,WJ8TZVZ5,40.16
Mike Smith,M7QR7FCV,22.92
Alex Jones,HWQAXELN,124.74
Jane Davis,RIRODQVI,17.91
Jane Johnson,D0H5B3W2,93.81
John Brown,6I10OC59,49.49
Alex Garcia,CSQ6VFB9,113.92
Anna Wilson,QVVRIXS6,72.18
Emily Johnson,45G1V1IW,83.39
Sophia Garcia,I18U7VP6,18.82
Sophia Smith,IBK4PMSZ,23.49
Laura Wilson,SN34862P,82.28
Mike Smith,Y4Q60V38,14.24
Chris Jones,5SSKIOCT,106.89
Jane Wilson,LB0QSB1X,129.04
Mike Johnson,10JUVM50,106.08
John Williams,PKMT88TD,30.29
Chris Smith,ITYOZBZE,62.02
Tom Martinez,AI8Q6ZY4,122.34
Sophia Miller,8IPWTPNV,83.72
Chris Williams,O05THVLB,67.04
Jane Wilson,ANSYA7BS,47.67
Tom Wilson,YF1CM5DA,23.64
Emily Miller,Y262C4VH,64.68
Chris Miller,F5I48A3S,86.54
John Williams,TS38YW23,57.09
John Wilson,2ZNGE8J4,94.89
Chris Jones,N0CA5V50,70.62
Alex Garcia,XSAMO66K,32.81
Laura Smith,2XTSQUII,106.61
Emily Brown,R7U75QO7,71.49
Sophia Miller,PVACSLQ9,118.94
Emily Martinez,I3Z5WMY5,26.58
Mike Wilson,IJVVKECP,134.01
Emily Wilson,62F7X540,39.79
Jane Johnson,FI5GKJIV,15.41
Mike Johnson,MAQ51HBG,58.12
Laura Miller,SQINI3WR,67.72
Emily Davis,LZ3XAKXI,21.88
Alex Williams,3CU0RRPL,85.83
Mike Jones,IZTU22GW,106.05
Laura Brown,Z69G2KZW,106.72
Chris Williams,3ARIFSFI,23.4
Tom Wilson,HHKT5Q88,64.82
Laura Johnson,ZXRMA4TM,77.07
Laura Brown,6XIJMDHX,82.32
Laura Martinez,DK0B1A8J,116.49
Alex Garcia,K4G3ZPN9,63.49
Jane Jones,Q1LUQYHH,66.37
Laura Jones,9BPF50TR,76.03
Anna Williams,SB8NTDUQ,70.11
Anna Williams,AVXXDDQ1,46.67
Anna Brown,7I8EJ6KR,45.7
Mike Martinez,19M5C50U,133.1
Alex Smith,4G4XY1MG,65.94
Sophia Johnson,TVR2W9W1,47.3
Mike Williams,ZABFJ1XE,28.58
Alex Garcia,PJH4ER93,28.28
Jane Brown,7Y424RN7,36.66
Mike Davis,B61D6I7T,87.76
Chris Brown,T3K83WM5,104.35
Jane Smith,SZH04PMR,30.39
Sophia Davis,33K0UYCT,104.2
Mike Davis,ELL1AI5Y,115.8
Emily Jones,3I5T18WF,51.96
Tom Davis,IM47SZ4E,78.87
Sophia Wilson,,
