This file contains sales data for the month.,,
"Each row includes a customer name, product SKU, and the sales amount.",,
Sophia Williams,D5JBFR8F,84.02
Laura Miller,P6NI86P0,125.53
Emily Garcia,ZP4RDEIP,63.18
Mike Garcia,BSGJ5LL0,57.07
Sophia Martinez,4DET2BYY,87.52
Alex Garcia,RYXMM030,87.74
Laura Smith,943CIUZK,124.36
Jane Wilson,XUUJTGQ3,133.19
Alex Martinez,8ZEXCBT6,58.12
Tom Davis,XLZ5B7YF,125.76
Chris Johnson,GHR5U1FV,46.96
Mike Garcia,8SASH6HG,108.63
Jane Garcia,CPXUTQHC,27.44
Alex Johnson,Q6R58KC6,83.97
Emily Brown,HERYOR88,29.65
Tom Brown,ACYDZST8,43.76
Laura Jones,7LQPAOO6,29.59
Sophia Wilson,CETNMGPQ,75.69
Emily Davis,R6UDMZXF,46.6
Mike Jones,R1L4N7P9,41.62
Jane Garcia,6XOK6N1Y,118.67
Alex Davis,HR8F0TLN,119.57
Sophia Wilson,FRWWQESL,112.94
Tom Wilson,6QM4ZDPJ,69.21
Anna Brown,QUIRSM4U,105.38
Sophia Garcia,F3ACKJEQ,72.18
Sophia Williams,ZVIT5LQ9,43.01
Emily Jones,FELZIDMZ,37.12
Anna Wilson,WLA2O3UP,73.3
Alex Martinez,2S2TWRUN,69.14
Tom Garcia,PWJLEHLY,95.25
Emily Williams,SBUB5T3G,61.94
Alex Martinez,0YSYJN9K,49.99
Chris Jones,6C125ZGP,69.29
Tom Davis,FG07NJEU,105.22
Emily Davis,,
