This file contains sales data for the month.,,
"Each row includes a customer name, product SKU, and the sales amount.",,
Anna Miller,C6M2I0Z2,36.76
Chris Martinez,UKE92TZO,106.25
Mike Smith,0N1GIPWT,63.8
Jane Smith,TJONOWVQ,103.29
Mike Brown,5O0H6KS6,84.09
Alex Miller,NW4QW9G5,84.1
Emily Jones,VR4MIBGK,134.98
Emily Smith,F0ODSAF2,134.93
Chris Smith,6YBHSO6A,77.16
Sophia Williams,RD0TNEQB,105.8
Tom Davis,27NGXZLK,75.12
Anna Williams,ZGQMKWFW,25.23
Emily Davis,X47BW24W,93.78
Sophia Williams,EMMFRCOL,15.76
Emily Williams,VW9F6BJ7,28.87
Chris Martinez,F0CR7SIP,98.88
John Smith,2RSH6V3M,51.67
Emily Davis,YJ5JHV7U,53.17
Alex Miller,ACV3KDRJ,60.26
Chris Johnson,KJTWC56Q,127.72
Emily Miller,CJI3C7ME,125.98
Anna Johnson,9I6KUF5Z,133.79
Jane Brown,SCYZ4DSA,56.49
Laura Jones,VO2PI6L2,19.27
Anna Martinez,B14EI0GL,91
Laura Wilson,9M0MWX6R,17.45
Tom Brown,APERXOLL,60.84
Jane Williams,PTKGRW55,14.23
Emily Miller,JBQJ6AMB,82.26
Chris Wilson,6JLI1XI0,21.26
Alex Williams,EY8TP69A,63.51
Sophia Martinez,X7A9K7QZ,68.77
Mike Garcia,VQD1VPX4,57.97
Laura Martinez,1MN7ECBS,26.8
John Wilson,JAPJ1AUQ,110.69
Mike Brown,IJZ370WN,63.01
Anna Wilson,XEU0CCHI,41.48
John Johnson,TNNG2IMM,108.46
Tom Miller,8VID0OSS,54.43
Jane Davis,Z3JJ9IQP,93.3
Laura Wilson,5VHM8IPB,40.18
Jane Garcia,CJPL8Q2S,111.94
Tom Jones,RORZZWOE,102.23
Alex Smith,CXV0PM77,134.04
Laura Garcia,F1Q49FFB,21.67
John Wilson,0ZBS55I9,52.02
Tom Smith,ZDD2UFQR,101.61
Mike Miller,QR2Y4KJR,78.81
Tom Johnson,QCUL2YOS,87.24
Alex Williams,YE2X4KEY,57.36
Alex Garcia,T6T70LMT,63.65
Sophia Smith,1VRI28VW,110.6
John Smith,U15MBDOA,104.75
Jane Wilson,BS0Y4ACX,60.36
Tom Wilson,R1JOO6VS,45.23
Emily Johnson,6QK3MWOT,122.79
Jane Davis,RBR6HUNL,117.49
Anna Brown,DXM34WPR,122.01
Alex Garcia,2ZX8ZF88,114.35
Emily Garcia,LJJ8YX5E,40.82
Anna Jones,BPZOZD2X,131.63
Jane Wilson,JYA540F1,54.25
Emily Miller,64QVVMZQ,61.74
Sophia Smith,5TZ3NOE0,20.49
Tom Martinez,GWGARGZX,42.02
Anna Williams,4FZ29C7T,125.22
Tom Davis,US9T2FCZ,111.69
Laura Smith,0OYUVEGB,38.03
Anna Brown,WKYONBP2,60.91
Anna Miller,C8QW2BA8,38.44
Emily Garcia,Y4FO1LUY,84.82
Anna Smith,PYG01BVI,43.57
Chris Brown,KTCCEL1A,65.56
Laura Davis,513MNRDU,129.37
Jane Johnson,RXQYNLBR,86.89
Chris Smith,H18OBGB4,33.59
Alex Jones,WWVFJTD2,59.11
John Johnson,59XQN9KV,114
Jane Jones,7QJBUH3I,75.4
Sophia Johnson,UD3ETXHE,22.99
Tom Smith,HLHIVEMN,90.43
Emily Miller,GQQ3B07H,17.17
Tom Wilson,D0ING059,121.13
Jane Davis,UANHG986,88.63
John Davis,T7LL56QC,64.4
Jane Garcia,8S6ZC2QL,108.64
Emily Brown,BWS9WA66,83.77
John Martinez,HZGVGM76,29.33
Anna Garcia,2FPF8IQ4,133.74
Sophia Davis,XEJIK715,19.82
Alex Davis,96CIF0LQ,125.21
Tom Garcia,TD2LN95R,100.18
Mike Davis,STJ5MULD,95.83
John Davis,5WHGNIPS,59.08
Jane Miller,2OVJ9IBV,94.29
Alex Brown,EZ5XCVVH,27.74
Emily Jones,0J2QG89B,28.74
Tom Brown,76NEUMTD,29.9
Mike Jones,6PZ3X74M,59.41
Anna Jones,D8CUY30F,42.93
Emily Smith,ND5P8FIJ,41.65
Laura Davis,SUSZSU17,61.28
Jane Williams,D60AOA5A,110.71
Anna Brown,XDDBLJOU,106.15
Chris Smith,PP3IYL50,31.74
Sophia Martinez,PJNZF51H,105.79
Laura Smith,1GV7CRB2,36.59
John Smith,A6PGMMZ5,135.31
Sophia Martinez,5LHZKKST,115.73
Tom Garcia,5AVTZV17,80.57
Tom Martinez,JRMZJNME,23.44
Sophia Johnson,4HD2ZO6Z,86.59
Jane Jones,YKJWDHDE,23.31
Emily Miller,ZMI1JUGJ,76.6
Sophia Jones,S4P1ZEJH,90.99
Sophia Martinez,Q53VYFNK,47.14
Sophia Jones,YK2FJ67F,124.71
Anna Williams,4G8QM8UH,34.61
Jane Jones,KZUOJ2XX,39.3
Mike Wilson,GHOI5UGA,81
Jane Garcia,TH7XN9RQ,19.65
Chris Wilson,NZSOWHGI,122.78
Laura Garcia,O3WG80RD,84.6
Tom Davis,6FGX6NXH,37.41
Mike Smith,B2KO0PM5,93.33
Jane Brown,M8RZ0R3X,69.85
Chris Wilson,5M3FXRML,14.15
Tom Johnson,K4PR8MQ0,105.23
Jane Johnson,9NETBYQF,77.67
Mike Davis,MOSH4LR8,89.24
Anna Smith,1XNRB9NQ,112.2
Sophia Brown,Q1JVCCB0,107.14
Mike Davis,AUJFFB4Z,20.55
Emily Smith,BFZJTKLY,34.81
John Garcia,Y1N8LQ4A,52.48
Sophia Smith,RLV96Z62,29.72
Jane Davis,N2KUZG3E,86.34
Chris Jones,QG830EI5,68.07
Mike Martinez,H3POB4VQ,79.33
Sophia Wilson,GACP9GRN,86.38
Sophia Jones,Q3D2YXW9,26.99
Anna Brown,I68Q8RMI,79.41
Laura Garcia,N4QY1N91,125.31
Laura Martinez,954X0IS8,110.69
Chris Smith,NU4H52Q4,122.12
John Johnson,KO7EK28C,112.59
John Brown,AT7IMTGY,50.48
Laura Johnson,1XOSVM9N,22.73
Sophia Martinez,JQXGKMEJ,59.99
Jane Williams,8EETSAF5,52.57
Jane Brown,I9LSEH3W,116.21
Anna Martinez,9K764UV1,74.12
Sophia Miller,Y4OW6QYX,128.53
Alex Davis,53EMCPYF,86.51
Emily Davis,SRPXUK8B,116.33
Anna Garcia,WGOBGKNE,87.48
Laura Smith,B8PY8KVL,46.63
Alex Davis,X3EIW3HF,102.7
Tom Johnson,C7Y3WRK9,123.86
Anna Smith,OZBLQZ95,14.53
Sophia Martinez,0F1JV7LC,72.28
Emily Garcia,FJFUH6K0,109.77
Laura Garcia,0IJDRXJ3,20.21
Sophia Miller,K9S9RDQQ,62.44
Alex Wilson,XC0FB3KM,102.13
John Jones,JSH6LOX9,99.12
Sophia Brown,WD438OV1,85.82
Jane Johnson,NYDXZWFJ,21.87
Emily Martinez,25DTF9YP,45.46
Emily Davis,LZU9AOH6,118.23
Alex Miller,OUX8B27U,78.21
Laura Wilson,SW484D8D,49.81
Laura Garcia,SXQRURN1,81.08
Laura Brown,K38A6UES,125.41
Chris Brown,FZ9YVB6F,78.38
Laura Martinez,MG6R9IXV,74.4
Tom Brown,DM0ZHH69,41.17
Chris Smith,RJ7BQATZ,43.92
Sophia Johnson,B7IE2KVZ,63.55
Tom Johnson,R2GFEP7U,86.54
Anna Martinez,CCXS29PO,93.56
Tom Davis,TXWEY88X,53.44
Sophia Johnson,C4FL8YDP,100.26
Laura Wilson,YLLNEGVT,65.15
Anna Davis,J84GNI05,47.06
John Miller,7Q9W9W73,122.07
Chris Davis,G5TTGSHQ,108.71
Alex Jones,U7PSVEUA,28.92
Anna Smith,H3BTTN62,115.82
Sophia Williams,IJ9LHE4Y,66.54
Emily Wilson,DUH9NG66,26.06
Jane Wilson,JXZKOLP4,106.92
Tom Martinez,H08U5SWJ,106.6
Tom Johnson,Q3BXPE4K,17.06
Jane Miller,DHWY0SRF,124.33
Anna Miller,9XSKNPFW,77.14
Alex Brown,HRL0D5PJ,22.54
Anna Davis,135AWGWO,13.42
Laura Johnson,95ZCASPH,76.64
Tom Wilson,,
