This file contains sales data for the month.,,
"Each row includes a customer name, product SKU, and the sales amount.",,
Jane Williams,2UA4R29F,57.99
Jane Garcia,ABXRTOXY,47.55
Emily Williams,D2MTA3KN,122.44
Laura Miller,NNT103CN,52.95
Chris Smith,9KIQ4478,17.85
John Davis,X54VYSCS,114.88
Sophia Martinez,55TRQBES,116.52
Tom Williams,T6CNAOG5,30.3
Mike Smith,5MWFSEI9,35.55
Chris Smith,JV0O79M3,118.36
Jane Brown,X3RCA1PL,85.11
John Smith,7WB1Q2JB,71.34
John Davis,G2G3T19C,121.44
John Williams,KJPXM78C,117.35
John Williams,9XRPWI49,54.8
Chris Wilson,3CQVX05T,106.55
Sophia Wilson,C24P4U29,37.41
John Brown,EQ1P34M4,47.83
Laura Williams,379WO0FV,107.35
Mike Jones,PXL6VX7C,57.59
Tom Miller,306TZRYX,30.87
Emily Brown,HQUHOEYW,115.01
John Davis,K2F679DM,134.19
Tom Garcia,HWFJUUUI,127.43
Anna Brown,BDI1VCL7,134.19
John Brown,7230V714,79.64
Jane Brown,36JTH767,39.35
Tom Martinez,NTNOEL6I,53.34
Tom Davis,XA335HY3,26.74
Laura Johnson,31BP2TR0,93.4
Tom Garcia,HPLRNR6L,108.44
Tom Jones,LZQVJC4J,110.77
Emily Jones,3O9B8TVM,97.67
John Wilson,TJHLZFU2,60.92
Emily Davis,M5D3BX6C,75.19
John Garcia,1R6WZEXF,97.46
Tom Davis,DXUFEWN0,19.96
Chris Smith,ISGGJE7F,83.78
Jane Jones,AJLBKIM2,116.31
Tom Jones,FSGZVR84,67.62
Chris Davis,06G0DRCZ,72.67
Tom Miller,WXYMKW0W,89.61
Chris Brown,NQ3GFH7B,132.8
Mike Smith,WLRF01M9,105.84
Laura Wilson,O86L75JT,132.32
Jane Martinez,HHZBV7RT,73.47
Tom Johnson,0EKAUV2H,115.11
Tom Johnson,52I5QNNX,125.33
Sophia Williams,VH59QZO6,35.92
Anna Garcia,6W3EQ43K,80.69
Chris Brown,3PTL5EIO,30.7
Anna Johnson,6ACU5EVE,108.12
Chris Smith,2FHK3JMO,119.07
Alex Smith,X3SC75SP,90.83
Anna Williams,0Y889J2E,72.64
Anna Davis,COO88U99,69.19
Jane Davis,QT3LTN10,48.55
Anna Williams,QC3MYPBY,37.32
Tom Davis,TG72AE6N,64.3
Chris Johnson,,
